,Date,Open,High,Low,Close,Volume
0,"Feb 24, 2023",168.64,170.72,167.66,170.39,"19,791,300"
1,"Feb 23, 2023",172.00,173.69,169.38,172.04,"20,017,800"
2,"Feb 22, 2023",171.07,172.76,169.69,171.12,"22,433,200"
3,"Feb 21, 2023",174.31,178.17,171.88,172.08,"34,592,600"
4,"Feb 17, 2023",170.22,173.18,169.70,172.88,"22,191,900"
5,"Feb 16, 2023",172.75,175.85,171.79,172.44,"25,827,500"
6,"Feb 15, 2023",176.42,178.19,175.33,177.16,"25,338,000"
7,"Feb 14, 2023",177.16,181.51,175.88,179.48,"24,034,600"
8,"Feb 13, 2023",178.22,181.00,175.82,179.43,"31,463,200"
9,"Feb 10, 2023",176.35,178.89,173.35,174.15,"33,413,200"
10,"Feb 09, 2023",186.13,186.65,177.27,177.92,"37,118,800"
11,"Feb 08, 2023",190.00,190.83,182.92,183.43,"36,139,100"
12,"Feb 07, 2023",185.58,193.78,184.40,191.62,"47,080,700"
13,"Feb 06, 2023",186.53,190.70,185.52,186.06,"42,483,800"
14,"Feb 03, 2023",183.47,196.77,182.89,186.53,"76,733,100"
15,"Feb 02, 2023",183.38,197.16,180.16,188.77,"150,475,700"
16,"Feb 01, 2023",148.03,153.58,147.06,153.12,"55,661,000"
17,"Jan 31, 2023",147.95,149.88,147.52,148.97,"29,842,100"
18,"Jan 30, 2023",149.41,151.12,146.95,147.06,"28,040,100"
19,"Jan 27, 2023",148.24,153.19,147.39,151.74,"35,746,900"
20,"Jan 26, 2023",144.40,147.51,143.30,147.30,"25,482,100"
21,"Jan 25, 2023",141.22,143.17,140.31,141.50,"26,622,000"
22,"Jan 24, 2023",141.69,145.00,141.36,143.14,"21,970,200"
23,"Jan 23, 2023",139.29,143.76,138.66,143.27,"27,470,100"
24,"Jan 20, 2023",135.89,139.94,134.61,139.37,"28,643,100"
25,"Jan 19, 2023",132.49,137.45,132.14,136.15,"28,625,200"
26,"Jan 18, 2023",135.81,137.25,132.80,133.02,"20,215,500"
27,"Jan 17, 2023",136.18,136.75,134.25,135.36,"21,147,600"
28,"Jan 13, 2023",134.97,137.39,134.84,136.98,"22,410,700"
29,"Jan 12, 2023",133.44,137.68,131.76,136.71,"30,757,700"
30,"Jan 11, 2023",130.96,133.85,130.34,132.89,"25,423,000"
31,"Jan 10, 2023",127.27,133.44,127.15,132.99,"28,684,400"
32,"Jan 09, 2023",131.16,132.95,129.28,129.47,"26,649,100"
33,"Jan 06, 2023",128.97,130.33,126.04,130.02,"27,567,600"
34,"Jan 05, 2023",126.13,128.52,124.54,126.94,"25,447,100"
35,"Jan 04, 2023",127.38,129.05,125.85,127.37,"32,397,100"
36,"Jan 03, 2023",122.82,126.37,122.28,124.74,"35,528,500"
37,"Dec 30, 2022",118.16,120.42,117.74,120.34,"19,492,100"
38,"Dec 29, 2022",116.40,121.03,115.77,120.26,"22,366,200"
39,"Dec 28, 2022",116.25,118.15,115.51,115.62,"19,612,500"
40,"Dec 27, 2022",117.93,118.60,116.05,116.88,"21,392,300"
41,"Dec 23, 2022",116.03,118.18,115.54,118.04,"17,796,600"
42,"Dec 22, 2022",117.20,118.62,114.38,117.12,"23,618,100"
43,"Dec 21, 2022",116.70,120.34,115.62,119.76,"20,392,800"
44,"Dec 20, 2022",113.26,117.33,112.46,117.09,"28,742,500"
45,"Dec 19, 2022",116.83,117.80,114.33,114.48,"29,769,900"
46,"Dec 16, 2022",120.23,123.31,118.82,119.43,"67,064,000"
47,"Dec 15, 2022",118.33,118.63,114.01,116.15,"34,531,000"
48,"Dec 14, 2022",119.39,124.14,119.39,121.59,"36,922,000"
49,"Dec 13, 2022",122.13,123.30,118.64,120.15,"44,701,100"
50,"Dec 12, 2022",115.18,115.72,113.14,114.71,"24,747,100"
51,"Dec 09, 2022",115.30,117.54,113.87,115.90,"26,033,400"
52,"Dec 08, 2022",116.39,117.34,114.59,115.33,"30,619,400"
53,"Dec 07, 2022",113.76,115.88,112.88,113.93,"29,461,100"
54,"Dec 06, 2022",119.91,120.55,113.74,114.12,"43,689,200"
55,"Dec 05, 2022",121.75,124.67,121.35,122.43,"35,474,900"
56,"Dec 02, 2022",117.83,124.04,117.61,123.49,"39,950,500"
57,"Dec 01, 2022",119.20,121.20,118.40,120.44,"36,551,400"
58,"Nov 30, 2022",109.51,118.16,109.38,118.10,"43,348,600"
59,"Nov 29, 2022",109.54,110.94,108.54,109.46,"23,899,200"
60,"Nov 28, 2022",110.78,112.04,108.38,108.78,"23,309,400"
61,"Nov 25, 2022",111.30,112.73,111.02,111.41,"12,007,600"
62,"Nov 23, 2022",111.72,112.67,110.73,112.24,"21,343,100"
63,"Nov 22, 2022",109.86,111.62,108.32,111.44,"29,029,000"
64,"Nov 21, 2022",111.52,112.37,109.19,109.86,"24,351,100"
65,"Nov 18, 2022",113.80,114.32,110.62,112.05,"33,357,700"
66,"Nov 17, 2022",110.41,112.33,109.80,111.45,"35,093,800"
67,"Nov 16, 2022",114.50,116.08,112.66,113.23,"33,287,800"
68,"Nov 15, 2022",116.07,118.74,114.41,117.08,"50,670,500"
69,"Nov 14, 2022",110.99,116.27,110.80,114.22,"53,395,000"
70,"Nov 11, 2022",109.23,114.90,108.81,113.02,"59,961,700"
71,"Nov 10, 2022",107.12,112.75,104.61,111.87,"80,671,000"
72,"Nov 09, 2022",101.72,104.90,100.74,101.47,"107,677,300"
73,"Nov 08, 2022",95.92,97.80,94.79,96.47,"52,088,300"
74,"Nov 07, 2022",94.78,96.88,93.10,96.72,"81,987,300"
75,"Nov 04, 2022",90.35,91.39,88.09,90.79,"55,638,100"
76,"Nov 03, 2022",90.08,90.46,88.41,88.91,"60,664,000"
77,"Nov 02, 2022",94.21,95.20,90.48,90.54,"71,821,100"
78,"Nov 01, 2022",94.33,97.49,93.55,95.20,"110,189,600"
79,"Oct 31, 2022",98.22,99.32,92.60,93.16,"121,361,400"
80,"Oct 28, 2022",99.58,100.85,97.51,99.20,"95,928,300"
81,"Oct 27, 2022",97.98,102.50,96.38,97.94,"232,316,600"
82,"Oct 26, 2022",131.68,135.55,128.53,129.82,"82,791,500"
83,"Oct 25, 2022",130.88,138.35,130.59,137.51,"38,433,200"
84,"Oct 24, 2022",127.25,133.48,124.57,129.72,"63,563,400"
85,"Oct 21, 2022",126.31,130.12,125.44,130.01,"46,348,600"
86,"Oct 20, 2022",132.93,136.77,131.31,131.53,"26,356,300"
87,"Oct 19, 2022",132.89,137.00,132.22,133.23,"30,691,000"
88,"Oct 18, 2022",137.09,137.84,131.40,132.80,"25,445,000"
89,"Oct 17, 2022",130.30,134.79,130.18,134.04,"29,612,200"
90,"Oct 14, 2022",131.00,131.79,126.52,126.76,"23,559,400"
91,"Oct 13, 2022",123.53,131.14,122.53,130.29,"34,325,700"
92,"Oct 12, 2022",128.32,129.67,126.25,127.50,"34,605,200"
93,"Oct 11, 2022",131.62,132.66,126.99,128.54,"38,481,400"
94,"Oct 10, 2022",133.55,136.11,131.87,133.79,"24,024,000"
95,"Oct 07, 2022",136.76,138.29,132.44,133.45,"33,214,800"
96,"Oct 06, 2022",137.72,141.45,136.60,139.07,"36,231,100"
97,"Oct 05, 2022",138.24,140.21,134.78,138.98,"27,979,300"
98,"Oct 04, 2022",140.49,142.39,139.34,140.28,"34,670,700"
99,"Oct 03, 2022",137.14,139.62,136.10,138.61,"27,723,100"
100,"Sep 30, 2022",136.05,140.99,135.50,135.68,"33,166,400"
101,"Sep 29, 2022",139.36,139.84,135.20,136.41,"38,985,400"
102,"Sep 28, 2022",134.62,142.03,134.27,141.61,"32,658,500"
103,"Sep 27, 2022",137.92,139.42,134.12,134.40,"30,826,500"
104,"Sep 26, 2022",140.12,142.24,136.19,136.37,"30,497,000"
105,"Sep 23, 2022",141.42,142.62,138.89,140.41,"31,710,700"
106,"Sep 22, 2022",141.55,144.58,140.87,142.82,"34,418,500"
107,"Sep 21, 2022",146.39,149.60,142.00,142.12,"38,338,600"
108,"Sep 20, 2022",145.78,148.84,145.22,146.09,"23,217,400"
109,"Sep 19, 2022",145.24,148.58,145.10,148.02,"22,169,500"
110,"Sep 16, 2022",148.05,148.58,144.29,146.29,"40,122,800"
111,"Sep 15, 2022",149.80,154.20,148.70,149.55,"34,606,300"
112,"Sep 14, 2022",153.33,153.54,149.05,151.47,"43,064,200"
113,"Sep 13, 2022",161.54,161.63,152.67,153.13,"44,444,100"
114,"Sep 12, 2022",167.39,171.39,167.28,168.96,"23,220,400"
115,"Sep 09, 2022",163.25,169.54,163.02,169.15,"22,086,800"
116,"Sep 08, 2022",158.71,162.23,157.74,162.06,"22,530,800"
117,"Sep 07, 2022",157.76,160.96,156.81,160.39,"16,831,200"
118,"Sep 06, 2022",160.10,161.69,157.69,158.54,"19,339,800"
119,"Sep 02, 2022",167.45,167.93,159.22,160.32,"22,634,200"
120,"Sep 01, 2022",163.58,167.36,160.35,165.36,"30,145,700"
121,"Aug 31, 2022",167.07,167.84,162.14,162.93,"40,953,000"
122,"Aug 30, 2022",160.35,161.66,155.91,157.16,"19,567,900"
123,"Aug 29, 2022",160.66,163.05,159.01,159.17,"20,052,700"
124,"Aug 26, 2022",168.48,170.92,161.67,161.78,"24,023,600"
125,"Aug 25, 2022",165.18,168.88,164.02,168.78,"15,550,500"
126,"Aug 24, 2022",160.60,165.46,159.77,163.26,"20,891,500"
127,"Aug 23, 2022",162.48,165.05,160.70,161.11,"18,111,800"
128,"Aug 22, 2022",165.49,165.49,162.26,163.05,"19,499,700"
129,"Aug 19, 2022",170.20,172.32,167.05,167.96,"26,240,800"
130,"Aug 18, 2022",174.34,175.76,171.86,174.66,"18,844,500"
131,"Aug 17, 2022",176.76,178.14,174.17,174.85,"20,118,100"
132,"Aug 16, 2022",179.44,180.99,177.04,179.47,"21,156,700"
133,"Aug 15, 2022",178.96,181.44,178.20,180.89,"15,878,700"
134,"Aug 12, 2022",180.81,181.46,178.91,180.50,"21,274,000"
135,"Aug 11, 2022",179.71,183.10,176.37,177.49,"24,079,100"
136,"Aug 10, 2022",175.99,180.48,173.95,178.34,"30,262,100"
137,"Aug 09, 2022",168.95,169.53,166.60,168.53,"18,655,100"
138,"Aug 08, 2022",168.00,177.51,167.13,170.25,"27,299,100"
139,"Aug 05, 2022",166.99,171.61,165.80,167.11,"25,832,700"
140,"Aug 04, 2022",168.30,172.15,166.80,170.57,"23,938,200"
141,"Aug 03, 2022",162.69,169.54,161.57,168.80,"31,721,900"
142,"Aug 02, 2022",158.31,162.24,158.01,160.19,"27,374,500"
143,"Aug 01, 2022",157.25,165.19,155.23,159.93,"40,596,700"
144,"Jul 29, 2022",157.69,160.14,155.17,159.10,"42,065,400"
145,"Jul 28, 2022",161.06,161.51,154.85,160.72,"73,214,300"
146,"Jul 27, 2022",162.59,170.87,162.02,169.58,"43,846,600"
147,"Jul 26, 2022",165.94,166.00,157.95,159.15,"28,468,400"
148,"Jul 25, 2022",169.00,170.57,164.81,166.65,"26,166,300"
149,"Jul 22, 2022",173.07,175.60,168.41,169.27,"42,583,900"
150,"Jul 21, 2022",180.63,183.85,178.87,183.17,"27,195,800"
151,"Jul 20, 2022",177.49,183.60,176.70,183.09,"24,784,300"
152,"Jul 19, 2022",170.37,176.49,169.51,175.78,"25,933,700"
153,"Jul 18, 2022",166.75,171.69,165.64,167.23,"23,574,300"
154,"Jul 15, 2022",160.54,164.98,159.82,164.70,"23,342,800"
155,"Jul 14, 2022",161.22,162.59,157.28,158.05,"23,765,200"
156,"Jul 13, 2022",160.16,164.98,159.61,163.49,"16,555,100"
157,"Jul 12, 2022",164.80,165.91,162.10,163.27,"16,639,700"
158,"Jul 11, 2022",167.07,167.49,161.91,162.88,"21,885,600"
159,"Jul 08, 2022",169.98,172.40,168.15,170.88,"19,249,200"
160,"Jul 07, 2022",169.45,172.72,167.78,172.19,"24,083,400"
161,"Jul 06, 2022",168.20,171.59,165.46,169.77,"23,085,900"
162,"Jul 05, 2022",158.14,168.25,157.02,168.19,"28,618,600"
163,"Jul 01, 2022",160.31,160.62,155.00,160.03,"31,423,900"
164,"Jun 30, 2022",162.15,165.23,158.49,161.25,"35,250,600"
165,"Jun 29, 2022",163.57,166.33,160.32,163.94,"28,595,200"
166,"Jun 28, 2022",169.90,171.30,160.61,160.68,"27,744,500"
167,"Jun 27, 2022",171.32,171.75,168.01,169.49,"29,174,600"
168,"Jun 24, 2022",161.73,170.25,161.30,170.16,"68,736,000"
169,"Jun 23, 2022",156.27,159.75,154.25,158.75,"40,499,200"
170,"Jun 22, 2022",158.38,160.79,155.44,155.85,"47,267,800"
171,"Jun 21, 2022",165.93,167.76,155.97,157.05,"50,724,900"
172,"Jun 17, 2022",161.68,165.90,159.90,163.74,"31,374,200"
173,"Jun 16, 2022",163.72,165.08,159.61,160.87,"26,944,100"
174,"Jun 15, 2022",167.20,172.16,163.98,169.35,"30,008,300"
175,"Jun 14, 2022",166.03,166.75,161.36,163.73,"27,244,300"
176,"Jun 13, 2022",170.59,172.58,164.03,164.26,"31,749,300"
177,"Jun 10, 2022",183.04,183.10,175.02,175.57,"27,450,800"
178,"Jun 09, 2022",194.28,199.45,183.68,184.00,"23,501,600"
179,"Jun 08, 2022",194.67,202.03,194.41,196.64,"22,267,200"
180,"Jun 07, 2022",191.93,196.53,191.49,195.65,"18,828,700"
181,"Jun 06, 2022",193.99,196.92,188.40,194.25,"30,574,200"
182,"Jun 03, 2022",195.98,196.61,189.78,190.78,"19,465,000"
183,"Jun 02, 2022",188.45,200.94,187.73,198.86,"31,951,600"
184,"Jun 01, 2022",196.51,199.53,185.00,188.64,"36,623,500"
185,"May 31, 2022",194.89,197.60,192.01,193.64,"26,131,100"
186,"May 27, 2022",191.36,195.33,189.80,195.13,"22,562,700"
