"date","_5SP151040-open","_5SP151040-high","_5SP151040-low","_5SP151040-close","_5SP151040-vol"
"2/2/1994","108.6751","108.6751","108.6751","108.6751","0"
"2/3/1994","109.0727","109.0727","109.0727","109.0727","0"
"2/4/1994","105.8291","105.8291","105.8291","105.8291","0"
"2/7/1994","105.6117","105.6117","105.6117","105.6117","0"
"2/8/1994","106.3728","106.3728","106.3728","106.3728","0"
"2/9/1994","107.5038","107.5038","107.5038","107.5038","0"
"2/10/1994","106.6014","106.6014","106.6014","106.6014","0"
"2/11/1994","103.9435","103.9435","103.9435","103.9435","0"
"2/14/1994","103.6542","103.6542","103.6542","103.6542","0"
"2/15/1994","103.6864","103.6864","103.6864","103.6864","0"
"2/16/1994","105.815","105.815","105.815","105.815","0"
"2/17/1994","105.1211","105.1211","105.1211","105.1211","0"
"2/18/1994","103.3074","103.3074","103.3074","103.3074","0"
"2/22/1994","102.2533","102.2533","102.2533","102.2533","0"
"2/23/1994","101.6819","101.6819","101.6819","101.6819","0"
"2/24/1994","101.7026","101.7026","101.7026","101.7026","0"
"2/25/1994","102.8364","102.8364","102.8364","102.8364","0"
"2/28/1994","103.7209","103.7209","103.7209","103.7209","0"
"3/1/1994","102.5161","102.5161","102.5161","102.5161","0"
"3/2/1994","102.026","102.026","102.026","102.026","0"
"3/3/1994","102.1139","102.1139","102.1139","102.1139","0"
"3/4/1994","102.6513","102.6513","102.6513","102.6513","0"
"3/7/1994","103.1959","103.1959","103.1959","103.1959","0"
"3/8/1994","102.3036","102.3036","102.3036","102.3036","0"
"3/9/1994","103.1569","103.1569","103.1569","103.1569","0"
"3/10/1994","103.5564","103.5564","103.5564","103.5564","0"
"3/11/1994","103.5132","103.5132","103.5132","103.5132","0"
"3/14/1994","103.6447","103.6447","103.6447","103.6447","0"
"3/15/1994","103.3657","103.3657","103.3657","103.3657","0"
"3/16/1994","103.8541","103.8541","103.8541","103.8541","0"
"3/17/1994","104.6342","104.6342","104.6342","104.6342","0"
"3/18/1994","106.4775","106.4775","106.4775","106.4775","0"
"3/21/1994","105.1962","105.1962","105.1962","105.1962","0"
"3/22/1994","106.9756","106.9756","106.9756","106.9756","0"
"3/23/1994","107.7237","107.7237","107.7237","107.7237","0"
"3/24/1994","107.6177","107.6177","107.6177","107.6177","0"
"3/25/1994","106.4817","106.4817","106.4817","106.4817","0"
"3/28/1994","105.7332","105.7332","105.7332","105.7332","0"
"3/29/1994","103.6059","103.6059","103.6059","103.6059","0"
"3/30/1994","100.6835","100.6835","100.6835","100.6835","0"
"3/31/1994","101.3848","101.3848","101.3848","101.3848","0"
"4/4/1994","98.6597","98.6597","98.6597","98.6597","0"
"4/5/1994","100.6401","100.6401","100.6401","100.6401","0"
"4/6/1994","100.4371","100.4371","100.4371","100.4371","0"
"4/7/1994","100.8599","100.8599","100.8599","100.8599","0"
"4/8/1994","99.0868","99.0868","99.0868","99.0868","0"
"4/11/1994","98.9242","98.9242","98.9242","98.9242","0"
"4/12/1994","98.3546","98.3546","98.3546","98.3546","0"
"4/13/1994","97.2861","97.2861","97.2861","97.2861","0"
"4/14/1994","97.4823","97.4823","97.4823","97.4823","0"
"4/15/1994","95.3047","95.3047","95.3047","95.3047","0"
"4/18/1994","92.9733","92.9733","92.9733","92.9733","0"
"4/19/1994","91.467","91.467","91.467","91.467","0"
"4/20/1994","90.5274","90.5274","90.5274","90.5274","0"
"4/21/1994","92.028","92.028","92.028","92.028","0"
"4/22/1994","92.3673","92.3673","92.3673","92.3673","0"
"4/25/1994","94.5528","94.5528","94.5528","94.5528","0"
"4/26/1994","95.121","95.121","95.121","95.121","0"
"4/28/1994","95.4332","95.4332","95.4332","95.4332","0"
"4/29/1994","95.4596","95.4596","95.4596","95.4596","0"
"5/2/1994","96.5062","96.5062","96.5062","96.5062","0"
"5/3/1994","95.633","95.633","95.633","95.633","0"
"5/4/1994","95.671","95.671","95.671","95.671","0"
"5/5/1994","94.8065","94.8065","94.8065","94.8065","0"
"5/6/1994","96.1545","96.1545","96.1545","96.1545","0"
"5/9/1994","94.6344","94.6344","94.6344","94.6344","0"
"5/10/1994","94.4974","94.4974","94.4974","94.4974","0"
"5/11/1994","94.588","94.588","94.588","94.588","0"
"5/12/1994","94.5281","94.5281","94.5281","94.5281","0"
"5/13/1994","95.3518","95.3518","95.3518","95.3518","0"
"5/16/1994","95.154","95.154","95.154","95.154","0"
"5/17/1994","96.6883","96.6883","96.6883","96.6883","0"
"5/18/1994","98.1881","98.1881","98.1881","98.1881","0"
"5/19/1994","98.9901","98.9901","98.9901","98.9901","0"
"5/20/1994","100.5176","100.5176","100.5176","100.5176","0"
"5/23/1994","101.1027","101.1027","101.1027","101.1027","0"
"5/24/1994","99.4191","99.4191","99.4191","99.4191","0"
"5/25/1994","99.5332","99.5332","99.5332","99.5332","0"
"5/26/1994","98.8961","98.8961","98.8961","98.8961","0"
"5/27/1994","99.7772","99.7772","99.7772","99.7772","0"
"5/31/1994","100.5949","100.5949","100.5949","100.5949","0"
"6/1/1994","99.2422","99.2422","99.2422","99.2422","0"
"6/2/1994","98.9461","98.9461","98.9461","98.9461","0"
"6/3/1994","99.1192","99.1192","99.1192","99.1192","0"
"6/6/1994","98.7209","98.7209","98.7209","98.7209","0"
"6/7/1994","98.8508","98.8508","98.8508","98.8508","0"
"6/8/1994","98.8288","98.8288","98.8288","98.8288","0"
"6/9/1994","99.7138","99.7138","99.7138","99.7138","0"
"6/10/1994","101.0135","101.0135","101.0135","101.0135","0"
"6/13/1994","103.2254","103.2254","103.2254","103.2254","0"
"6/14/1994","103.5873","103.5873","103.5873","103.5873","0"
"6/15/1994","103.5308","103.5308","103.5308","103.5308","0"
"6/16/1994","103.0683","103.0683","103.0683","103.0683","0"
"6/17/1994","103.8825","103.8825","103.8825","103.8825","0"
"6/20/1994","102.2007","102.2007","102.2007","102.2007","0"
"6/21/1994","102.4003","102.4003","102.4003","102.4003","0"
"6/22/1994","102.277","102.277","102.277","102.277","0"
"6/23/1994","102.0631","102.0631","102.0631","102.0631","0"
"6/24/1994","99.8313","99.8313","99.8313","99.8313","0"
"6/27/1994","99.7947","99.7947","99.7947","99.7947","0"
"6/28/1994","98.9488","98.9488","98.9488","98.9488","0"
"6/29/1994","99.871","99.871","99.871","99.871","0"
"6/30/1994","99.7827","99.7827","99.7827","99.7827","0"
"7/1/1994","101.0602","101.0602","101.0602","101.0602","0"
"7/5/1994","100.1847","100.1847","100.1847","100.1847","0"
"7/6/1994","100.047","100.047","100.047","100.047","0"
"7/7/1994","99.7144","99.7144","99.7144","99.7144","0"
"7/8/1994","100.6877","100.6877","100.6877","100.6877","0"
"7/11/1994","101.188","101.188","101.188","101.188","0"
"7/12/1994","101.9476","101.9476","101.9476","101.9476","0"
"7/13/1994","101.814","101.814","101.814","101.814","0"
"7/14/1994","102.5433","102.5433","102.5433","102.5433","0"
"7/15/1994","103.3931","103.3931","103.3931","103.3931","0"
"7/18/1994","104.032","104.032","104.032","104.032","0"
"7/19/1994","104.6563","104.6563","104.6563","104.6563","0"
"7/20/1994","104.3657","104.3657","104.3657","104.3657","0"
"7/21/1994","104.3979","104.3979","104.3979","104.3979","0"
"7/22/1994","104.4767","104.4767","104.4767","104.4767","0"
"7/25/1994","104.9422","104.9422","104.9422","104.9422","0"
"7/26/1994","104.7911","104.7911","104.7911","104.7911","0"
"7/27/1994","103.8246","103.8246","103.8246","103.8246","0"
"7/28/1994","103.266","103.266","103.266","103.266","0"
"7/29/1994","103.77","103.77","103.77","103.77","0"
"8/1/1994","105.6732","105.6732","105.6732","105.6732","0"
"8/2/1994","105.108","105.108","105.108","105.108","0"
"8/3/1994","105.0487","105.0487","105.0487","105.0487","0"
"8/4/1994","104.6892","104.6892","104.6892","104.6892","0"
"8/5/1994","103.1981","103.1981","103.1981","103.1981","0"
"8/8/1994","102.9305","102.9305","102.9305","102.9305","0"
"8/9/1994","103.1009","103.1009","103.1009","103.1009","0"
"8/10/1994","103.0623","103.0623","103.0623","103.0623","0"
"8/11/1994","102.124","102.124","102.124","102.124","0"
"8/12/1994","101.8264","101.8264","101.8264","101.8264","0"
"8/15/1994","101.0205","101.0205","101.0205","101.0205","0"
"8/16/1994","100.9937","100.9937","100.9937","100.9937","0"
"8/17/1994","100.4968","100.4968","100.4968","100.4968","0"
"8/18/1994","100.9612","100.9612","100.9612","100.9612","0"
"8/19/1994","101.8119","101.8119","101.8119","101.8119","0"
"8/22/1994","101.6185","101.6185","101.6185","101.6185","0"
"8/23/1994","101.4118","101.4118","101.4118","101.4118","0"
"8/24/1994","104.0599","104.0599","104.0599","104.0599","0"
"8/25/1994","103.8184","103.8184","103.8184","103.8184","0"
"8/26/1994","105.2395","105.2395","105.2395","105.2395","0"
"8/29/1994","106.5591","106.5591","106.5591","106.5591","0"
"8/30/1994","108.2138","108.2138","108.2138","108.2138","0"
"8/31/1994","109.1913","109.1913","109.1913","109.1913","0"
"9/1/1994","108.4489","108.4489","108.4489","108.4489","0"
"9/2/1994","109.2081","109.2081","109.2081","109.2081","0"
"9/6/1994","109.3658","109.3658","109.3658","109.3658","0"
"9/7/1994","109.3787","109.3787","109.3787","109.3787","0"
"9/8/1994","109.7975","109.7975","109.7975","109.7975","0"
"9/9/1994","109.3946","109.3946","109.3946","109.3946","0"
"9/12/1994","109.5321","109.5321","109.5321","109.5321","0"
"9/13/1994","109.8821","109.8821","109.8821","109.8821","0"
"9/14/1994","109.4324","109.4324","109.4324","109.4324","0"
"9/15/1994","109.8769","109.8769","109.8769","109.8769","0"
"9/16/1994","111.9056","111.9056","111.9056","111.9056","0"
"9/19/1994","113.4809","113.4809","113.4809","113.4809","0"
"9/20/1994","113.025","113.025","113.025","113.025","0"
"9/21/1994","112.3751","112.3751","112.3751","112.3751","0"
"9/22/1994","113.483","113.483","113.483","113.483","0"
"9/23/1994","114.4809","114.4809","114.4809","114.4809","0"
"9/26/1994","113.8565","113.8565","113.8565","113.8565","0"
"9/27/1994","114.9472","114.9472","114.9472","114.9472","0"
"9/28/1994","114.9294","114.9294","114.9294","114.9294","0"
"9/29/1994","114.5338","114.5338","114.5338","114.5338","0"
"9/30/1994","113.254","113.254","113.254","113.254","0"
"10/3/1994","112.6826","112.6826","112.6826","112.6826","0"
"10/4/1994","109.6816","109.6816","109.6816","109.6816","0"
"10/5/1994","107.9591","107.9591","107.9591","107.9591","0"
"10/6/1994","108.8679","108.8679","108.8679","108.8679","0"
"10/7/1994","108.2731","108.2731","108.2731","108.2731","0"
"10/10/1994","108.8514","108.8514","108.8514","108.8514","0"
"10/11/1994","109.4161","109.4161","109.4161","109.4161","0"
"10/12/1994","110.0595","110.0595","110.0595","110.0595","0"
"10/13/1994","109.1483","109.1483","109.1483","109.1483","0"
"10/14/1994","108.9143","108.9143","108.9143","108.9143","0"
"10/17/1994","109.7601","109.7601","109.7601","109.7601","0"
"10/18/1994","108.8619","108.8619","108.8619","108.8619","0"
"10/19/1994","110.148","110.148","110.148","110.148","0"
"10/20/1994","111.2962","111.2962","111.2962","111.2962","0"
"10/21/1994","110.372","110.372","110.372","110.372","0"
"10/24/1994","109.1674","109.1674","109.1674","109.1674","0"
"10/25/1994","107.974","107.974","107.974","107.974","0"
"10/26/1994","107.2942","107.2942","107.2942","107.2942","0"
"10/27/1994","106.0912","106.0912","106.0912","106.0912","0"
"10/28/1994","105.8974","105.8974","105.8974","105.8974","0"
"10/31/1994","105.7163","105.7163","105.7163","105.7163","0"
"11/1/1994","104.4401","104.4401","104.4401","104.4401","0"
"11/2/1994","103.0678","103.0678","103.0678","103.0678","0"
"11/3/1994","103.5764","103.5764","103.5764","103.5764","0"
"11/4/1994","102.5396","102.5396","102.5396","102.5396","0"
"11/7/1994","102.2739","102.2739","102.2739","102.2739","0"
"11/8/1994","102.7196","102.7196","102.7196","102.7196","0"
"11/9/1994","101.0231","101.0231","101.0231","101.0231","0"
"11/10/1994","100.4546","100.4546","100.4546","100.4546","0"
"11/11/1994","99.997","99.997","99.997","99.997","0"
"11/14/1994","100.4618","100.4618","100.4618","100.4618","0"
"11/15/1994","100.6659","100.6659","100.6659","100.6659","0"
"11/16/1994","100.2719","100.2719","100.2719","100.2719","0"
"11/17/1994","98.3637","98.3637","98.3637","98.3637","0"
"11/18/1994","98.1696","98.1696","98.1696","98.1696","0"
"11/21/1994","97.055","97.055","97.055","97.055","0"
"11/22/1994","94.4326","94.4326","94.4326","94.4326","0"
"11/23/1994","92.8673","92.8673","92.8673","92.8673","0"
"11/25/1994","94.9883","94.9883","94.9883","94.9883","0"
"11/28/1994","94.4029","94.4029","94.4029","94.4029","0"
"11/29/1994","95.4743","95.4743","95.4743","95.4743","0"
"11/30/1994","95.3563","95.3563","95.3563","95.3563","0"
"12/1/1994","94.8848","94.8848","94.8848","94.8848","0"
"12/2/1994","95.8645","95.8645","95.8645","95.8645","0"
"12/5/1994","95.6632","95.6632","95.6632","95.6632","0"
"12/6/1994","96.6287","96.6287","96.6287","96.6287","0"
"12/7/1994","97.2884","97.2884","97.2884","97.2884","0"
"12/8/1994","95.703","95.703","95.703","95.703","0"
"12/9/1994","96.0251","96.0251","96.0251","96.0251","0"
"12/12/1994","96.5799","96.5799","96.5799","96.5799","0"
"12/13/1994","96.213","96.213","96.213","96.213","0"
"12/14/1994","97.5145","97.5145","97.5145","97.5145","0"
"12/15/1994","98.0901","98.0901","98.0901","98.0901","0"
"12/16/1994","98.6599","98.6599","98.6599","98.6599","0"
"12/19/1994","98.3362","98.3362","98.3362","98.3362","0"
"12/20/1994","97.8407","97.8407","97.8407","97.8407","0"
"12/21/1994","98.3303","98.3303","98.3303","98.3303","0"
"12/22/1994","98.3224","98.3224","98.3224","98.3224","0"
"12/23/1994","98.6119","98.6119","98.6119","98.6119","0"
"12/27/1994","99.0928","99.0928","99.0928","99.0928","0"
"12/28/1994","99.8726","99.8726","99.8726","99.8726","0"
"12/29/1994","99.8004","99.8004","99.8004","99.8004","0"
"12/30/1994","100","100","100","100","0"
"1/3/1995","97.9437","97.9437","97.9437","97.9437","0"
"1/4/1995","96.3992","96.3992","96.3992","96.3992","0"
"1/5/1995","97.0418","97.0418","97.0418","97.0418","0"
"1/6/1995","97.951","97.951","97.951","97.951","0"
"1/9/1995","98.2209","98.2209","98.2209","98.2209","0"
"1/10/1995","99.3728","99.3728","99.3728","99.3728","0"
"1/11/1995","101.1714","101.1714","101.1714","101.1714","0"
"1/12/1995","101.3748","101.3748","101.3748","101.3748","0"
"1/13/1995","101.6182","101.6182","101.6182","101.6182","0"
"1/16/1995","101.0608","101.0608","101.0608","101.0608","0"
"1/17/1995","101.1542","101.1542","101.1542","101.1542","0"
"1/18/1995","102.3777","102.3777","102.3777","102.3777","0"
"1/19/1995","101.5649","101.5649","101.5649","101.5649","0"
"1/20/1995","100.0543","100.0543","100.0543","100.0543","0"
"1/23/1995","98.9966","98.9966","98.9966","98.9966","0"
"1/24/1995","98.7475","98.7475","98.7475","98.7475","0"
"1/25/1995","98.4102","98.4102","98.4102","98.4102","0"
"1/26/1995","97.1866","97.1866","97.1866","97.1866","0"
"1/27/1995","94.0037","94.0037","94.0037","94.0037","0"
"1/30/1995","91.9126","91.9126","91.9126","91.9126","0"
"1/31/1995","91.1994","91.1994","91.1994","91.1994","0"
"2/1/1995","92.4967","92.4967","92.4967","92.4967","0"
"2/2/1995","93.6262","93.6262","93.6262","93.6262","0"
"2/3/1995","94.4872","94.4872","94.4872","94.4872","0"
"2/6/1995","93.5612","93.5612","93.5612","93.5612","0"
"2/7/1995","93.1712","93.1712","93.1712","93.1712","0"
"2/8/1995","93.0998","93.0998","93.0998","93.0998","0"
"2/9/1995","93.8475","93.8475","93.8475","93.8475","0"
"2/10/1995","94.0156","94.0156","94.0156","94.0156","0"
"2/13/1995","94.1535","94.1535","94.1535","94.1535","0"
"2/14/1995","94.3603","94.3603","94.3603","94.3603","0"
"2/15/1995","94.7192","94.7192","94.7192","94.7192","0"
"2/16/1995","95.5653","95.5653","95.5653","95.5653","0"
"2/17/1995","95.4652","95.4652","95.4652","95.4652","0"
"2/21/1995","95.7552","95.7552","95.7552","95.7552","0"
"2/22/1995","96.1719","96.1719","96.1719","96.1719","0"
"2/23/1995","96.0617","96.0617","96.0617","96.0617","0"
"2/24/1995","96.1098","96.1098","96.1098","96.1098","0"
"2/27/1995","95.2021","95.2021","95.2021","95.2021","0"
"2/28/1995","94.4678","94.4678","94.4678","94.4678","0"
"3/1/1995","92.3065","92.3065","92.3065","92.3065","0"
"3/2/1995","93.0618","93.0618","93.0618","93.0618","0"
"3/3/1995","93.039","93.039","93.039","93.039","0"
"3/6/1995","93.3163","93.3163","93.3163","93.3163","0"
"3/7/1995","95.1697","95.1697","95.1697","95.1697","0"
"3/8/1995","94.5158","94.5158","94.5158","94.5158","0"
"3/9/1995","94.9567","94.9567","94.9567","94.9567","0"
"3/10/1995","95.1917","95.1917","95.1917","95.1917","0"
"3/13/1995","95.4031","95.4031","95.4031","95.4031","0"
"3/14/1995","95.4316","95.4316","95.4316","95.4316","0"
"3/15/1995","96.5502","96.5502","96.5502","96.5502","0"
"3/16/1995","96.3588","96.3588","96.3588","96.3588","0"
"3/17/1995","96.2764","96.2764","96.2764","96.2764","0"
"3/20/1995","96.3346","96.3346","96.3346","96.3346","0"
"3/21/1995","95.5202","95.5202","95.5202","95.5202","0"
"3/22/1995","96.8622","96.8622","96.8622","96.8622","0"
"3/23/1995","97.2931","97.2931","97.2931","97.2931","0"
"3/24/1995","97.9551","97.9551","97.9551","97.9551","0"
"3/27/1995","97.9847","97.9847","97.9847","97.9847","0"
"3/28/1995","98.2777","98.2777","98.2777","98.2777","0"
"3/29/1995","98.7109","98.7109","98.7109","98.7109","0"
"3/30/1995","102.1123","102.1123","102.1123","102.1123","0"
"3/31/1995","102.1176","102.1176","102.1176","102.1176","0"
"4/3/1995","101.639","101.639","101.639","101.639","0"
"4/4/1995","101.3084","101.3084","101.3084","101.3084","0"
"4/5/1995","102.9069","102.9069","102.9069","102.9069","0"
"4/6/1995","102.641","102.641","102.641","102.641","0"
"4/7/1995","102.0933","102.0933","102.0933","102.0933","0"
"4/10/1995","101.6882","101.6882","101.6882","101.6882","0"
"4/11/1995","101.4888","101.4888","101.4888","101.4888","0"
"4/12/1995","101.9273","101.9273","101.9273","101.9273","0"
"4/13/1995","101.9786","101.9786","101.9786","101.9786","0"
"4/17/1995","103.0006","103.0006","103.0006","103.0006","0"
"4/18/1995","103.0922","103.0922","103.0922","103.0922","0"
"4/19/1995","102.6295","102.6295","102.6295","102.6295","0"
"4/20/1995","101.2599","101.2599","101.2599","101.2599","0"
"4/21/1995","101.8883","101.8883","101.8883","101.8883","0"
"4/24/1995","102.6923","102.6923","102.6923","102.6923","0"
"4/25/1995","101.9267","101.9267","101.9267","101.9267","0"
"4/26/1995","99.0279","99.0279","99.0279","99.0279","0"
"4/27/1995","99.897","99.897","99.897","99.897","0"
"4/28/1995","99.9125","99.9125","99.9125","99.9125","0"
"5/1/1995","99.9886","99.9886","99.9886","99.9886","0"
"5/2/1995","100.118","100.118","100.118","100.118","0"
"5/3/1995","99.332","99.332","99.332","99.332","0"
"5/4/1995","98.9042","98.9042","98.9042","98.9042","0"
"5/5/1995","97.0843","97.0843","97.0843","97.0843","0"
"5/8/1995","98.2028","98.2028","98.2028","98.2028","0"
"5/9/1995","96.2223","96.2223","96.2223","96.2223","0"
"5/10/1995","97.0425","97.0425","97.0425","97.0425","0"
"5/11/1995","97.4035","97.4035","97.4035","97.4035","0"
"5/12/1995","98.0362","98.0362","98.0362","98.0362","0"
"5/15/1995","100.2433","100.2433","100.2433","100.2433","0"
"5/16/1995","101.0368","101.0368","101.0368","101.0368","0"
"5/17/1995","101.0405","101.0405","101.0405","101.0405","0"
"5/18/1995","101.0817","101.0817","101.0817","101.0817","0"
"5/19/1995","100.8078","100.8078","100.8078","100.8078","0"
"5/22/1995","100.4848","100.4848","100.4848","100.4848","0"
"5/23/1995","102.7061","102.7061","102.7061","102.7061","0"
"5/24/1995","103.7534","103.7534","103.7534","103.7534","0"
"5/25/1995","102.459","102.459","102.459","102.459","0"
"5/26/1995","101.9964","101.9964","101.9964","101.9964","0"
"5/30/1995","101.3407","101.3407","101.3407","101.3407","0"
"5/31/1995","101.9874","101.9874","101.9874","101.9874","0"
"6/1/1995","102.8073","102.8073","102.8073","102.8073","0"
"6/2/1995","100.9589","100.9589","100.9589","100.9589","0"
"6/5/1995","102.1566","102.1566","102.1566","102.1566","0"
"6/6/1995","101.8902","101.8902","101.8902","101.8902","0"
"6/7/1995","102.6429","102.6429","102.6429","102.6429","0"
"6/8/1995","103.4934","103.4934","103.4934","103.4934","0"
"6/9/1995","102.6207","102.6207","102.6207","102.6207","0"
"6/12/1995","102.1793","102.1793","102.1793","102.1793","0"
"6/13/1995","102.3455","102.3455","102.3455","102.3455","0"
"6/14/1995","103.361","103.361","103.361","103.361","0"
"6/15/1995","104.8336","104.8336","104.8336","104.8336","0"
"6/16/1995","104.8864","104.8864","104.8864","104.8864","0"
"6/19/1995","106.5089","106.5089","106.5089","106.5089","0"
"6/20/1995","105.4152","105.4152","105.4152","105.4152","0"
"6/21/1995","105.1758","105.1758","105.1758","105.1758","0"
"6/22/1995","106.6146","106.6146","106.6146","106.6146","0"
"6/23/1995","106.5424","106.5424","106.5424","106.5424","0"
"6/26/1995","105.4535","105.4535","105.4535","105.4535","0"
"6/27/1995","105.9881","105.9881","105.9881","105.9881","0"
"6/28/1995","105.6688","105.6688","105.6688","105.6688","0"
"6/29/1995","106.0843","106.0843","106.0843","106.0843","0"
"6/30/1995","106.6374","106.6374","106.6374","106.6374","0"
"7/3/1995","107.6361","107.6361","107.6361","107.6361","0"
"7/5/1995","110.0558","110.0558","110.0558","110.0558","0"
"7/6/1995","112.9947","112.9947","112.9947","112.9947","0"
"7/7/1995","117.5074","117.5074","117.5074","117.5074","0"
"7/10/1995","116.6976","116.6976","116.6976","116.6976","0"
"7/11/1995","116.9047","116.9047","116.9047","116.9047","0"
"7/12/1995","119.3762","119.3762","119.3762","119.3762","0"
"7/13/1995","118.4744","118.4744","118.4744","118.4744","0"
"7/14/1995","118.5811","118.5811","118.5811","118.5811","0"
"7/17/1995","118.8118","118.8118","118.8118","118.8118","0"
"7/18/1995","116.9972","116.9972","116.9972","116.9972","0"
"7/19/1995","114.8296","114.8296","114.8296","114.8296","0"
"7/20/1995","114.5915","114.5915","114.5915","114.5915","0"
"7/21/1995","112.7839","112.7839","112.7839","112.7839","0"
"7/24/1995","113.3104","113.3104","113.3104","113.3104","0"
"7/25/1995","113.2401","113.2401","113.2401","113.2401","0"
"7/26/1995","112.5824","112.5824","112.5824","112.5824","0"
"7/27/1995","111.9213","111.9213","111.9213","111.9213","0"
"7/28/1995","111.7943","111.7943","111.7943","111.7943","0"
"7/31/1995","111.7311","111.7311","111.7311","111.7311","0"
"8/1/1995","112.2478","112.2478","112.2478","112.2478","0"
"8/2/1995","111.6467","111.6467","111.6467","111.6467","0"
"8/3/1995","112.9483","112.9483","112.9483","112.9483","0"
"8/4/1995","113.1303","113.1303","113.1303","113.1303","0"
"8/7/1995","113.4242","113.4242","113.4242","113.4242","0"
"8/8/1995","113.2521","113.2521","113.2521","113.2521","0"
"8/9/1995","112.3457","112.3457","112.3457","112.3457","0"
"8/10/1995","111.4409","111.4409","111.4409","111.4409","0"
"8/11/1995","111.124","111.124","111.124","111.124","0"
"8/14/1995","111.4971","111.4971","111.4971","111.4971","0"
"8/15/1995","112.0857","112.0857","112.0857","112.0857","0"
"8/16/1995","113.8042","113.8042","113.8042","113.8042","0"
"8/17/1995","114.7221","114.7221","114.7221","114.7221","0"
"8/18/1995","113.8667","113.8667","113.8667","113.8667","0"
"8/21/1995","114.1437","114.1437","114.1437","114.1437","0"
"8/22/1995","114.4217","114.4217","114.4217","114.4217","0"
"8/23/1995","114.0883","114.0883","114.0883","114.0883","0"
"8/24/1995","113.0618","113.0618","113.0618","113.0618","0"
"8/25/1995","113.5018","113.5018","113.5018","113.5018","0"
"8/28/1995","112.9233","112.9233","112.9233","112.9233","0"
"8/29/1995","112.2895","112.2895","112.2895","112.2895","0"
"8/30/1995","110.9574","110.9574","110.9574","110.9574","0"
"8/31/1995","109.9389","109.9389","109.9389","109.9389","0"
"9/1/1995","109.7684","109.7684","109.7684","109.7684","0"
"9/5/1995","111.4783","111.4783","111.4783","111.4783","0"
"9/6/1995","112.2797","112.2797","112.2797","112.2797","0"
"9/7/1995","112.2565","112.2565","112.2565","112.2565","0"
"9/8/1995","113.3419","113.3419","113.3419","113.3419","0"
"9/11/1995","114.4587","114.4587","114.4587","114.4587","0"
"9/12/1995","114.6444","114.6444","114.6444","114.6444","0"
"9/13/1995","112.5433","112.5433","112.5433","112.5433","0"
"9/14/1995","112.591","112.591","112.591","112.591","0"
"9/15/1995","111.4586","111.4586","111.4586","111.4586","0"
"9/18/1995","110.6067","110.6067","110.6067","110.6067","0"
"9/19/1995","108.7058","108.7058","108.7058","108.7058","0"
"9/20/1995","108.411","108.411","108.411","108.411","0"
"9/21/1995","109.2273","109.2273","109.2273","109.2273","0"
"9/22/1995","107.9278","107.9278","107.9278","107.9278","0"
"9/25/1995","106.9085","106.9085","106.9085","106.9085","0"
"9/26/1995","106.0264","106.0264","106.0264","106.0264","0"
"9/27/1995","106.5399","106.5399","106.5399","106.5399","0"
"9/28/1995","107.5984","107.5984","107.5984","107.5984","0"
"9/29/1995","108.1033","108.1033","108.1033","108.1033","0"
"10/2/1995","106.9969","106.9969","106.9969","106.9969","0"
"10/3/1995","105.5702","105.5702","105.5702","105.5702","0"
"10/4/1995","104.0394","104.0394","104.0394","104.0394","0"
"10/5/1995","104.6911","104.6911","104.6911","104.6911","0"
"10/6/1995","105.3242","105.3242","105.3242","105.3242","0"
"10/9/1995","104.7901","104.7901","104.7901","104.7901","0"
"10/10/1995","105.3315","105.3315","105.3315","105.3315","0"
"10/11/1995","104.4999","104.4999","104.4999","104.4999","0"
"10/12/1995","103.7641","103.7641","103.7641","103.7641","0"
"10/13/1995","104.5045","104.5045","104.5045","104.5045","0"
"10/16/1995","104.4305","104.4305","104.4305","104.4305","0"
"10/17/1995","103.0466","103.0466","103.0466","103.0466","0"
"10/18/1995","101.5201","101.5201","101.5201","101.5201","0"
"10/19/1995","101.6133","101.6133","101.6133","101.6133","0"
"10/20/1995","101.7426","101.7426","101.7426","101.7426","0"
"10/23/1995","99.2521","99.2521","99.2521","99.2521","0"
"10/24/1995","100.9105","100.9105","100.9105","100.9105","0"
"10/25/1995","100.6864","100.6864","100.6864","100.6864","0"
"10/26/1995","100.0544","100.0544","100.0544","100.0544","0"
"10/27/1995","100.2198","100.2198","100.2198","100.2198","0"
"10/30/1995","101.3825","101.3825","101.3825","101.3825","0"
"10/31/1995","100.86","100.86","100.86","100.86","0"
"11/1/1995","101.2587","101.2587","101.2587","101.2587","0"
"11/2/1995","103.0469","103.0469","103.0469","103.0469","0"
"11/3/1995","103.2063","103.2063","103.2063","103.2063","0"
"11/6/1995","103.8651","103.8651","103.8651","103.8651","0"
"11/7/1995","104.592","104.592","104.592","104.592","0"
"11/8/1995","104.4119","104.4119","104.4119","104.4119","0"
"11/9/1995","105.0324","105.0324","105.0324","105.0324","0"
"11/10/1995","106.1871","106.1871","106.1871","106.1871","0"
"11/13/1995","105.8503","105.8503","105.8503","105.8503","0"
"11/14/1995","104.6899","104.6899","104.6899","104.6899","0"
"11/15/1995","104.1086","104.1086","104.1086","104.1086","0"
"11/16/1995","104.3626","104.3626","104.3626","104.3626","0"
"11/17/1995","105.0457","105.0457","105.0457","105.0457","0"
"11/20/1995","105.2444","105.2444","105.2444","105.2444","0"
"11/21/1995","108.297","108.297","108.297","108.297","0"
