,Date,Open,High,Low,Close,Volume
0,"Feb 24, 2023",28.04,28.39,27.64,27.78,"143,800"
1,"Feb 23, 2023",28.52,29.76,28.10,28.24,"64,300"
2,"Feb 22, 2023",28.85,28.90,28.41,28.53,"75,100"
3,"Feb 21, 2023",29.00,29.34,28.60,28.80,"122,500"
4,"Feb 17, 2023",29.55,29.55,29.00,29.30,"161,200"
5,"Feb 16, 2023",30.11,30.29,29.75,30.11,"221,100"
6,"Feb 15, 2023",30.00,30.65,30.00,30.60,"146,100"
7,"Feb 14, 2023",30.59,30.60,30.25,30.56,"61,800"
8,"Feb 13, 2023",30.00,31.85,30.00,30.90,"104,300"
9,"Feb 10, 2023",30.22,31.22,30.22,30.36,"117,100"
10,"Feb 09, 2023",31.49,31.77,31.28,31.28,"115,600"
11,"Feb 08, 2023",31.00,31.09,30.01,30.36,"105,000"
12,"Feb 07, 2023",31.22,31.50,30.77,31.09,"93,400"
13,"Feb 06, 2023",31.19,31.36,30.65,31.28,"161,800"
14,"Feb 03, 2023",32.08,32.98,32.08,32.42,"157,000"
15,"Feb 02, 2023",33.50,33.87,33.05,33.25,"196,000"
16,"Feb 01, 2023",33.00,33.94,32.92,33.50,"249,600"
17,"Jan 31, 2023",31.63,31.77,31.30,31.74,"137,400"
18,"Jan 30, 2023",31.75,32.47,31.42,32.04,"179,800"
19,"Jan 27, 2023",31.60,32.04,31.25,31.97,"166,800"
20,"Jan 26, 2023",30.16,31.46,30.13,31.03,"171,700"
21,"Jan 25, 2023",29.01,30.00,29.00,29.66,"55,500"
22,"Jan 24, 2023",29.10,30.01,29.10,29.65,"69,200"
23,"Jan 23, 2023",28.72,29.98,28.72,29.76,"94,500"
24,"Jan 20, 2023",29.01,29.93,28.71,29.25,"104,000"
25,"Jan 19, 2023",28.05,29.15,28.05,29.08,"97,000"
26,"Jan 18, 2023",27.27,29.00,27.27,28.05,"58,100"
27,"Jan 17, 2023",28.52,28.52,28.30,28.43,"182,900"
28,"Jan 13, 2023",29.39,29.66,29.00,29.60,"131,800"
29,"Jan 12, 2023",29.03,29.85,29.03,29.70,"162,500"
30,"Jan 11, 2023",27.26,28.50,27.26,28.07,"124,300"
31,"Jan 10, 2023",26.38,26.83,26.34,26.71,"90,300"
32,"Jan 09, 2023",26.51,26.52,25.78,26.07,"212,500"
33,"Jan 06, 2023",26.10,26.38,25.58,26.30,"116,600"
34,"Jan 05, 2023",27.15,27.15,26.50,26.71,"107,400"
35,"Jan 04, 2023",25.69,26.92,25.69,26.86,"94,400"
36,"Jan 03, 2023",25.33,26.00,25.33,25.58,"52,400"
37,"Dec 30, 2022",24.20,24.80,24.20,24.57,"82,700"
38,"Dec 29, 2022",24.01,25.00,24.01,24.80,"64,100"
39,"Dec 28, 2022",23.96,24.75,23.91,24.35,"81,200"
40,"Dec 27, 2022",24.09,24.94,24.09,24.40,"167,700"
41,"Dec 23, 2022",24.88,24.88,24.36,24.47,"33,500"
42,"Dec 22, 2022",25.33,26.00,24.80,25.01,"73,000"
43,"Dec 21, 2022",25.25,25.97,24.96,25.97,"76,200"
44,"Dec 20, 2022",25.39,26.00,25.07,25.65,"78,600"
45,"Dec 19, 2022",25.67,26.94,25.67,25.67,"123,500"
46,"Dec 16, 2022",26.69,26.84,26.01,26.42,"539,300"
47,"Dec 15, 2022",25.96,27.25,25.96,26.44,"84,900"
48,"Dec 14, 2022",26.50,26.68,26.27,26.35,"252,200"
49,"Dec 13, 2022",26.63,27.85,26.58,26.75,"177,700"
50,"Dec 12, 2022",27.00,27.25,26.78,27.08,"77,400"
51,"Dec 09, 2022",27.60,27.97,27.02,27.04,"80,200"
52,"Dec 08, 2022",27.00,27.77,27.00,27.60,"357,100"
53,"Dec 07, 2022",25.84,26.25,25.15,26.20,"140,300"
54,"Dec 06, 2022",25.08,25.71,25.08,25.68,"92,000"
55,"Dec 05, 2022",25.48,25.48,24.50,24.59,"192,700"
56,"Dec 02, 2022",24.70,26.00,24.46,25.89,"237,800"
57,"Dec 01, 2022",25.27,25.64,24.89,25.07,"88,000"
58,"Nov 30, 2022",24.06,25.67,24.05,25.64,"259,200"
59,"Nov 29, 2022",22.71,23.35,22.71,23.32,"130,600"
60,"Nov 28, 2022",21.50,22.40,21.48,22.15,"92,200"
61,"Nov 25, 2022",21.29,22.69,21.29,21.90,"92,700"
62,"Nov 23, 2022",22.11,23.26,22.11,22.70,"102,900"
63,"Nov 22, 2022",23.00,23.41,22.45,22.60,"132,800"
64,"Nov 21, 2022",23.50,23.62,23.02,23.52,"60,200"
65,"Nov 18, 2022",23.04,24.50,23.04,23.62,"47,700"
66,"Nov 17, 2022",23.86,24.21,23.50,24.13,"30,300"
67,"Nov 16, 2022",24.88,24.88,24.10,24.10,"45,800"
