"date","_NDXD-open","_NDXD-high","_NDXD-low","_NDXD-close","_NDXD-vol"
"8/9/1991","278.155","280.14","277.225","278.155","0"
"8/12/1991","278.155","280.9","277.065","280.25","0"
"8/13/1991","280.25","283.73","280.25","282.47","0"
"8/14/1991","282.47","284.79","282.47","284.725","0"
"8/15/1991","284.725","285.225","281.555","281.81","0"
"8/16/1991","281.81","282.48","277.705","279.51","0"
"8/19/1991","279.51","279.51","263.55","271.96","0"
"8/20/1991","271.96","275.94","271.96","274.2","0"
"8/21/1991","274.2","286.065","274.2","286.065","0"
"8/22/1991","286.065","286.68","283.46","284.555","0"
"8/23/1991","284.555","287.715","282.605","286.775","0"
"8/26/1991","286.775","286.775","284.69","286.7","0"
"8/27/1991","286.7","287.375","284.27","286.775","0"
"8/28/1991","286.775","290.355","286.34","289.875","0"
"8/29/1991","289.875","290.915","287.74","288.59","0"
"8/30/1991","288.59","289.025","286.05","287.405","0"
"9/3/1991","287.405","287.885","284.115","284.33","0"
"9/4/1991","284.33","285.41","280.69","281.815","0"
"9/5/1991","281.815","282.98","280.36","280.735","0"
"9/6/1991","280.735","282.07","279.725","279.965","0"
"9/9/1991","279.965","281.58","279.3","281.34","0"
"9/10/1991","281.34","282.125","276.35","276.385","0"
"9/11/1991","276.385","280.335","276.325","279.655","0"
"9/12/1991","279.655","285.565","279.655","285.55","0"
"9/13/1991","285.55","285.9","278.775","279.495","0"
"9/16/1991","279.495","279.895","276.71","278.575","0"
"9/17/1991","278.575","279.12","276.465","278.09","0"
"9/18/1991","278.09","281.64","276.385","281.035","0"
"9/19/1991","281.035","285.475","281.035","283.51","0"
"9/20/1991","283.51","288.09","283.51","286.635","0"
"9/23/1991","286.635","286.635","283.65","284.865","0"
"9/24/1991","284.865","287.56","283.83","287.345","0"
"9/25/1991","287.345","289.65","286.87","288.99","0"
"9/26/1991","288.99","289.48","286.155","287.915","0"
"9/27/1991","287.915","290.435","284.795","285.94","0"
"9/30/1991","285.94","287.665","284.14","287.535","0"
"10/1/1991","287.535","289.155","286.46","288.37","0"
"10/2/1991","288.37","288.765","284.965","285.06","0"
"10/3/1991","285.06","285.06","279.865","280.41","0"
"10/4/1991","280.41","283.045","279.75","280.515","0"
"10/7/1991","280.515","280.515","278.11","278.895","0"
"10/8/1991","278.895","280.05","277.345","280.025","0"
"10/9/1991","280.025","280.215","276.51","276.51","0"
"10/10/1991","276.51","280.02","276.51","279.115","0"
"10/11/1991","279.115","282.055","279.115","281.5","0"
"10/14/1991","281.5","287.2","281.5","287.165","0"
"10/15/1991","287.165","293.31","287.165","293.31","0"
"10/16/1991","293.31","297.765","293.07","297.655","0"
"10/17/1991","297.655","297.655","291.445","292.465","0"
"10/18/1991","292.465","294.635","292.465","293.11","0"
"10/21/1991","293.11","293.32","290.2","290.86","0"
"10/22/1991","290.86","293.7","290.735","290.785","0"
"10/23/1991","290.785","291.86","288.185","289.345","0"
"10/24/1991","289.345","289.39","284.09","285.65","0"
"10/25/1991","285.65","285.65","282.565","282.94","0"
"10/28/1991","282.94","286.43","282.94","286.375","0"
"10/29/1991","286.375","290.085","285.98","290.085","0"
"10/30/1991","290.085","295.535","290.085","294.72","0"
"10/31/1991","294.72","295.045","291.36","292.505","0"
"11/1/1991","292.505","293.015","288.65","290.005","0"
"11/4/1991","290.005","290.005","286.4","286.935","0"
"11/5/1991","286.935","290.405","286.415","289.05","0"
"11/6/1991","289.05","290.78","287.825","289.43","0"
"11/7/1991","289.43","293.245","289.43","292.875","0"
"11/8/1991","292.875","296.47","292.83","295.55","0"
"11/11/1991","295.55","298.535","295.55","297.845","0"
"11/12/1991","297.845","302.44","297.845","301.965","0"
"11/13/1991","301.965","303.11","298.52","302.83","0"
"11/14/1991","302.83","304.55","299.785","301.045","0"
"11/15/1991","301.045","301.045","284.465","284.52","0"
"11/18/1991","284.52","289.205","282.34","288.59","0"
"11/19/1991","288.59","288.59","277.9","284.39","0"
"11/20/1991","284.39","287.62","283.89","285.205","0"
"11/21/1991","285.205","288.765","284.985","288.61","0"
"11/22/1991","288.61","289.37","283.61","286.32","0"
"11/25/1991","286.32","286.895","282.99","283.015","0"
"11/26/1991","283.015","285.33","279.22","284.13","0"
"11/27/1991","284.13","285.445","283.52","285.225","0"
"11/29/1991","285.225","285.895","283.53","284.79","0"
"12/2/1991","284.79","293.94","281.095","293.93","0"
"12/3/1991","293.93","294.8","292.37","293.945","0"
"12/4/1991","293.945","295.92","292.885","295.11","0"
"12/5/1991","295.11","297.11","293.065","294.335","0"
"12/6/1991","294.335","297.935","292.295","296.14","0"
"12/9/1991","296.14","299.305","295.23","295.77","0"
"12/10/1991","295.77","296.99","293.37","296.325","0"
"12/11/1991","296.325","299.415","292.435","294.84","0"
"12/12/1991","294.84","298.225","294.84","297.975","0"
"12/13/1991","297.975","302.135","297.975","301.33","0"
"12/16/1991","301.33","303.465","300.145","303.02","0"
"12/17/1991","303.02","303.09","298.805","298.885","0"
"12/18/1991","298.885","300.11","297.1","299.61","0"
"12/19/1991","299.61","299.61","294.135","294.53","0"
"12/20/1991","294.53","299.41","294.53","295.82","0"
"12/23/1991","295.82","303.44","295.405","303.295","0"
"12/24/1991","303.295","309.41","303.295","307.085","0"
"12/26/1991","307.085","314.575","307.085","313.68","0"
"12/27/1991","313.68","318.44","313.68","316.775","0"
"12/30/1991","316.775","326.735","316.775","326.735","0"
"12/31/1991","326.735","332.58","325.305","330.855","0"
"1/2/1992","330.855","333.365","322.56","333.365","0"
"1/3/1992","333.365","335.34","331.39","334.825","0"
"1/6/1992","334.825","337.87","334.22","336.895","0"
"1/7/1992","336.895","340.035","333.39","339.645","0"
"1/8/1992","339.645","345.985","336.595","344.29","0"
"1/9/1992","344.29","352.2","344.29","350.32","0"
"1/10/1992","350.32","350.32","342.61","347.11","0"
"1/13/1992","347.11","348.655","344.015","348.265","0"
"1/14/1992","348.265","352.65","347.235","352.59","0"
"1/15/1992","352.59","356.29","350.7","355.595","0"
"1/16/1992","355.595","357.7","351.915","351.915","0"
"1/17/1992","351.93","354.35","349.585","349.73","0"
"1/20/1992","349.73","349.875","341.56","341.81","0"
"1/21/1992","330.99","331.06","328.04","328.04","0"
"1/22/1992","331.915","346.325","331.915","346.32","0"
"1/23/1992","346.32","350.66","343.72","346.075","0"
"1/24/1992","346.075","347.81","343.45","345.455","0"
"1/27/1992","345.455","345.71","340.48","340.48","0"
"1/28/1992","340.48","342.83","337.945","340.845","0"
"1/29/1992","340.845","346.505","337.235","337.29","0"
"1/30/1992","337.29","341.29","336.06","341.195","0"
"1/31/1992","341.195","341.45","337.83","338.315","0"
"2/3/1992","338.315","342.135","336.92","341.38","0"
"2/4/1992","341.38","347.415","341.38","346.915","0"
"2/5/1992","346.915","351.9","346.915","350.86","0"
"2/6/1992","350.86","352.93","347.77","349.07","0"
"2/7/1992","349.07","351.13","344.08","346.805","0"
"2/10/1992","346.805","346.805","343.28","345.235","0"
"2/11/1992","345.235","346.245","342.625","344.405","0"
"2/12/1992","344.405","355.975","343.48","355.975","0"
"2/13/1992","355.975","356.28","349.33","349.81","0"
"2/14/1992","349.81","349.81","346.195","346.695","0"
"2/18/1992","346.695","347.18","338.545","338.545","0"
"2/19/1992","338.545","338.595","333.77","338.06","0"
"2/20/1992","338.06","346.025","338.06","345.335","0"
"2/21/1992","345.335","346.66","340.9","342.39","0"
"2/24/1992","342.39","343.485","337.745","338.965","0"
"2/25/1992","338.965","339.355","332.975","338.33","0"
"2/26/1992","338.33","348.03","338.33","347.81","0"
"2/27/1992","347.81","350.89","347.28","347.39","0"
"2/28/1992","347.39","349.31","343.73","345.88","0"
"3/2/1992","345.88","347.48","343.855","346.635","0"
"3/3/1992","346.635","348.395","345.46","345.705","0"
"3/4/1992","345.705","346.355","341.61","341.61","0"
"3/5/1992","341.61","341.61","335.91","337.52","0"
"3/6/1992","337.52","338.265","331.1","333","0"
"3/9/1992","332.995","335.255","332.995","333.315","0"
"3/10/1992","333.315","340.79","333.315","340.32","0"
"3/11/1992","340.32","340.4","334.465","335.045","0"
"3/12/1992","335.045","335.63","331.03","334.83","0"
"3/13/1992","334.83","338.575","334.83","336.47","0"
"3/16/1992","336.47","338.58","334.63","338.275","0"
"3/17/1992","338.275","343.37","338.275","342.92","0"
"3/18/1992","342.92","345","342.475","342.625","0"
"3/19/1992","342.625","344.785","342.365","342.55","0"
"3/20/1992","342.55","343.065","340.065","340.865","0"
"3/23/1992","340.865","341.165","338.965","339.035","0"
"3/24/1992","339.035","341.255","335.235","336.935","0"
"3/25/1992","336.935","338.585","334.955","337.655","0"
"3/26/1992","337.655","339.77","332.435","333.295","0"
"3/27/1992","333.295","333.295","321.77","324.22","0"
"3/30/1992","324.32","326.645","321.75","322.35","0"
"3/31/1992","322.35","326.31","320.155","323.05","0"
"4/1/1992","323.05","324.3","318.785","323.915","0"
"4/2/1992","323.915","324.815","317.295","317.665","0"
"4/3/1992","317.665","319.03","314.53","316.385","0"
"4/6/1992","316.385","324.98","316.385","324.55","0"
"4/7/1992","324.55","326.23","312.755","312.955","0"
"4/8/1992","312.955","312.955","304.71","310.85","0"
"4/9/1992","310.85","319.79","310.85","319.535","0"
"4/10/1992","319.535","322.53","312.665","312.985","0"
"4/13/1992","312.985","317.15","312.01","317.15","0"
"4/14/1992","317.15","324.945","317.15","320.55","0"
"4/15/1992","320.55","326.79","320.55","326.07","0"
"4/16/1992","326.07","326.1","318.905","319.235","0"
"4/20/1992","319.235","319.235","305.045","307.875","0"
"4/21/1992","307.875","309.38","304.235","305.625","0"
"4/22/1992","305.625","310.6","304.93","309.54","0"
"4/23/1992","309.54","312.065","303.055","307.52","0"
"4/24/1992","307.52","307.875","303.48","303.815","0"
"4/27/1992","303.815","305.305","299.335","299.65","0"
"4/28/1992","299.65","299.74","291.355","294.625","0"
"4/29/1992","294.625","303.195","294.625","302.975","0"
"4/30/1992","302.975","307.895","302.97","307.86","0"
"5/1/1992","307.86","309.85","304.455","307.475","0"
"5/4/1992","307.475","312.265","307.475","310.715","0"
"5/5/1992","310.715","315.88","310.445","314.77","0"
"5/6/1992","314.77","317.265","314.39","315.105","0"
"5/7/1992","315.105","315.495","311.77","312.725","0"
"5/8/1992","312.725","314.17","310.46","311.265","0"
"5/11/1992","311.265","313.555","311.185","311.9","0"
"5/12/1992","311.9","313.355","308.59","310.04","0"
"5/13/1992","310.04","310.79","308.44","308.75","0"
"5/14/1992","308.75","309.045","302.735","304.545","0"
"5/15/1992","304.545","304.545","300.535","303.015","0"
"5/18/1992","303.015","306.82","303.015","304.575","0"
"5/19/1992","304.575","306.53","303.33","306.41","0"
"5/20/1992","306.41","309.815","306.395","309.55","0"
"5/21/1992","309.55","309.565","306.47","307.94","0"
"5/22/1992","307.94","309.855","307.46","308.38","0"
"5/26/1992","308.38","308.9","304.995","305.895","0"
"5/27/1992","305.895","309.05","305.885","308.075","0"
"5/28/1992","308.075","312.195","306.66","311.98","0"
"5/29/1992","311.715","317.16","311.715","315.295","0"
"6/1/1992","315.295","319.005","312.595","318.98","0"
"6/2/1992","318.98","319.225","316.18","317.235","0"
"6/3/1992","317.27","318.845","315.56","317.34","0"
"6/4/1992","317.3","317.75","315.775","315.935","0"
"6/5/1992","315.935","317.02","312.82","313.245","0"
"6/8/1992","313.245","313.38","309.45","310.23","0"
"6/9/1992","310.225","310.965","303.22","304.855","0"
"6/10/1992","304.855","306.1","302.5","302.6","0"
"6/11/1992","302.6","305.4","301.62","302.575","0"
"6/12/1992","302.575","306.355","302.575","304.11","0"
"6/15/1992","304.35","306.49","302.485","303.865","0"
"6/16/1992","303.865","304.43","299.205","299.205","0"
"6/17/1992","299.205","299.32","292.85","293.4","0"
"6/18/1992","293.4","296.92","290.85","291.935","0"
"6/19/1992","291.935","297.075","291.935","296.865","0"
"6/22/1992","296.865","296.865","290.46","295.245","0"
"6/23/1992","295.245","300.1","295.245","297.445","0"
"6/24/1992","297.445","298.06","295.14","295.29","0"
"6/25/1992","295.29","296.02","288.48","291.255","0"
"6/26/1992","291.255","291.255","288.01","290.03","0"
"6/29/1992","290.03","300.935","290.03","300.795","0"
"6/30/1992","300.795","302.35","299.635","301.23","0"
"7/1/1992","301.23","306.52","300.755","306.03","0"
"7/2/1992","306.03","307.715","299.87","300.875","0"
"7/6/1992","300.875","302.405","297.46","302.4","0"
"7/7/1992","302.4","303.77","295.78","296.265","0"
"7/8/1992","296.265","297.68","292.8","297.56","0"
"7/9/1992","297.56","303.4","297.56","302.19","0"
"7/10/1992","302.19","304.175","300.62","302.835","0"
"7/13/1992","302.835","306.06","302.22","304.98","0"
"7/14/1992","304.98","309.525","304.98","309.245","0"
"7/15/1992","309.245","311.635","308.745","309.39","0"
"7/16/1992","309.39","311.28","307.13","311.28","0"
"7/17/1992","311.28","311.28","303.3","305.54","0"
"7/20/1992","305.54","305.54","297.59","300.445","0"
"7/21/1992","300.45","306.015","300.45","305.1","0"
"7/22/1992","305.1","305.245","301.05","301.17","0"
"7/23/1992","301.17","303.145","300.56","302.495","0"
"7/24/1992","302.495","304.525","299.925","303.425","0"
"7/27/1992","303.425","303.425","301.11","301.84","0"
"7/28/1992","301.84","306.78","301.84","306.755","0"
"7/29/1992","306.755","310.805","306.755","310.105","0"
"7/30/1992","310.105","311.49","308.785","310.935","0"
"7/31/1992","310.935","311.755","308.895","310.895","0"
"8/3/1992","310.895","313.34","309.565","312.75","0"
"8/4/1992","312.75","313.485","310.39","311.075","0"
"8/5/1992","311.075","311.075","305.79","306.585","0"
"8/6/1992","306.585","306.585","302.665","304.56","0"
"8/7/1992","304.56","307.175","302.27","303.315","0"
"8/10/1992","303.315","305.285","301.995","304.23","0"
"8/11/1992","304.23","305.645","301.28","302.51","0"
"8/12/1992","302.495","303.63","300.955","300.955","0"
"8/13/1992","300.955","302.65","300.82","301.275","0"
"8/14/1992","301.275","302.71","300.96","302.23","0"
"8/17/1992","302.23","302.495","299.895","300.385","0"
"8/18/1992","300.385","301.29","298.87","300.44","0"
"8/19/1992","300.44","301.745","298.17","298.315","0"
"8/20/1992","298.315","299.75","297.125","299.425","0"
"8/21/1992","299.425","301.285","293.955","295.69","0"
"8/24/1992","295.69","295.69","290.39","290.715","0"
"8/25/1992","290.715","292.92","287.635","292.085","0"
"8/26/1992","292.085","296.82","292.085","296.205","0"
"8/27/1992","296.205","300.845","296.205","299.46","0"
"8/28/1992","299.46","299.935","298.24","299.135","0"
"8/31/1992","299.135","299.765","297.02","299.26","0"
"9/1/1992","299.26","302.07","298.105","301.97","0"
"9/2/1992","301.97","306.81","301.73","306.565","0"
"9/3/1992","306.565","309.96","306.565","308.17","0"
"9/4/1992","308.17","308.485","305.725","306.395","0"
"9/8/1992","306.395","306.395","303.785","305.77","0"
"9/9/1992","305.77","310.28","305.63","309.99","0"
"9/10/1992","309.99","315","309.945","314.815","0"
"9/11/1992","314.815","316.98","314.295","315.19","0"
"9/14/1992","315.19","324.69","315.19","324.63","0"
"9/15/1992","324.63","324.63","318.11","319.885","0"
"9/16/1992","319.885","321.42","315.795","318.445","0"
"9/17/1992","318.445","321.18","318.235","319.235","0"
"9/18/1992","319.235","320.1","317.175","319.91","0"
"9/21/1992","319.91","319.91","316.985","319.255","0"
"9/22/1992","319.255","319.48","313.62","314.275","0"
"9/23/1992","314.275","316.23","312.395","315.815","0"
"9/24/1992","315.815","318.32","315.815","317.535","0"
"9/25/1992","317.535","317.73","307.695","310.225","0"
"9/28/1992","310.225","310.225","305.575","307.87","0"
"9/29/1992","307.87","311.175","306.955","310.65","0"
"9/30/1992","310.65","313.455","310.225","313.185","0"
"10/1/1992","313.185","313.185","308.78","309.035","0"
"10/2/1992","309.035","309.035","303.67","304.39","0"
"10/5/1992","304.39","304.39","291.965","303.685","0"
"10/6/1992","303.685","309.04","303.32","307.96","0"
"10/7/1992","307.96","310.685","305.005","305.38","0"
"10/8/1992","305.38","310.025","305.38","308.35","0"
"10/9/1992","308.35","309.135","304.885","305.63","0"
"10/12/1992","305.63","309.04","305.63","308.105","0"
"10/13/1992","308.105","311.65","307.825","310.13","0"
"10/14/1992","310.13","311.575","308.38","309.585","0"
"10/15/1992","309.585","312.555","307.8","312.135","0"
"10/16/1992","312.135","316.955","310.88","316.385","0"
"10/19/1992","316.385","322.95","315.64","322.785","0"
"10/20/1992","322.785","326.69","322.035","323.38","0"
"10/21/1992","323.38","326.27","323.17","326.07","0"
"10/22/1992","326.07","327.455","323.47","326.095","0"
"10/23/1992","326.095","328.18","324.955","325.44","0"
"10/26/1992","325.44","327.45","323.33","327.17","0"
"10/27/1992","327.17","328.61","321.735","323.925","0"
"10/28/1992","323.925","327.045","322.195","326.675","0"
"10/29/1992","326.675","332.465","326.675","331.09","0"
"10/30/1992","331.09","331.44","327.085","329.155","0"
"11/2/1992","329.155","330.565","327.205","330.33","0"
"11/3/1992","330.33","331.035","325.245","325.965","0"
"11/4/1992","325.965","329.08","324.98","327.76","0"
"11/5/1992","327.76","337.005","327.24","336.49","0"
"11/6/1992","336.49","338.68","334.48","338.145","0"
"11/9/1992","338.145","341.785","336.135","340.585","0"
"11/10/1992","340.585","344.885","339.545","344.39","0"
"11/11/1992","344.39","349.78","344.38","347.855","0"
"11/12/1992","347.855","349.485","345.58","346.8","0"
"11/13/1992","346.8","348.58","345.155","348.49","0"
"11/16/1992","348.495","348.61","344.285","344.63","0"
"11/17/1992","344.63","344.63","337.345","338.23","0"
"11/18/1992","338.23","344.82","337.67","344.31","0"
"11/19/1992","344.31","348.675","344.31","346.755","0"
"11/20/1992","346.755","349.89","346.23","348.805","0"
"11/23/1992","348.805","348.805","341.3","343.44","0"
"11/24/1992","343.44","350.895","343.44","349.975","0"
"11/25/1992","349.975","350.87","348.6","349.66","0"
"11/27/1992","349.66","351.05","348.485","349.315","0"
"11/30/1992","349.315","351.29","348.02","350.96","0"
"12/1/1992","350.96","353.395","348.565","352.67","0"
"12/2/1992","352.67","353.49","350.235","351.57","0"
"12/3/1992","351.57","355.64","350.115","354.79","0"
"12/4/1992","354.79","359.055","354.425","358.4","0"
"12/7/1992","358.4","361.9","357.47","361.835","0"
"12/8/1992","361.835","363.205","358.975","360.575","0"
"12/9/1992","360.575","361.41","356.22","357.815","0"
"12/10/1992","357.815","357.815","351.8","354.555","0"
"12/11/1992","354.555","354.555","349.81","350.895","0"
"12/14/1992","350.895","352.28","349.405","349.405","0"
"12/15/1992","349.405","349.405","344.795","346.945","0"
"12/16/1992","346.945","351.425","346.375","348.95","0"
"12/17/1992","348.95","357.025","348.95","356.845","0"
"12/18/1992","356.845","359.79","356.63","357.895","0"
"12/21/1992","357.895","359.7","355.99","359.335","0"
"12/22/1992","359.335","360.85","353.28","355.64","0"
"12/23/1992","355.64","357.805","354.935","356.495","0"
"12/24/1992","356.495","358.045","355.26","357.56","0"
"12/28/1992","357.56","359.255","356.525","359.065","0"
"12/29/1992","359.065","362.78","359.065","359.81","0"
"12/30/1992","359.81","360.94","358.31","359.935","0"
"12/31/1992","359.935","362.205","359.865","360.185","0"
"1/4/1993","360.185","360.415","355.81","356.37","0"
"1/5/1993","356.37","360.265","355.36","360.235","0"
"1/6/1993","360.235","367.255","360.235","366.97","0"
"1/7/1993","366.97","370.57","363.61","364.015","0"
"1/8/1993","364.015","365.58","361.45","365.54","0"
"1/11/1993","365.54","371.15","364.53","370.805","0"
"1/12/1993","370.805","371.6","365.14","367.905","0"
"1/13/1993","367.905","376.445","365.69","375.85","0"
"1/14/1993","375.85","382.455","375.85","381.34","0"
"1/15/1993","381.34","382.785","375.62","379.235","0"
"1/18/1993","379.235","379.24","375.33","378.755","0"
"1/19/1993","378.755","380.09","375.655","376.02","0"
"1/20/1993","376.02","377.915","374.56","375.73","0"
"1/21/1993","375.73","380.01","373.935","379.34","0"
"1/22/1993","379.345","381.7","377.39","377.82","0"
"1/25/1993","377.82","383.425","377.565","381.055","0"
"1/26/1993","381.055","384.675","378.45","379.375","0"
"1/27/1993","379.375","379.375","369.84","372.61","0"
"1/28/1993","372.61","372.61","368.08","370.665","0"
"1/29/1993","370.665","372.72","368.95","370.56","0"
"2/1/1993","370.56","376.06","370.365","375.475","0"
"2/2/1993","375.475","377.59","374.25","377.44","0"
"2/3/1993","377.44","379.26","375.715","376.535","0"
"2/4/1993","376.535","378.435","371.98","374.245","0"
"2/5/1993","374.245","374.245","363.985","369","0"
"2/8/1993","369","370.37","364.6","365.725","0"
"2/9/1993","365.725","368.935","362.425","362.95","0"
"2/10/1993","362.95","368.65","362.95","367.3","0"
"2/11/1993","367.3","369.74","365.765","366.325","0"
"2/12/1993","366.325","366.6","361.025","361.19","0"
"2/16/1993","361.19","361.19","343.9","346.89","0"
"2/17/1993","346.89","348.45","341.49","345.91","0"
"2/18/1993","345.91","353.41","342.815","348.28","0"
"2/19/1993","348.28","351.175","345.505","347.915","0"
"2/22/1993","347.915","348.265","340.085","340.35","0"
"2/23/1993","340.35","342.68","337.145","341.24","0"
"2/24/1993","341.24","350.755","338.64","350.125","0"
"2/25/1993","350.125","351.88","345.695","351.665","0"
"2/26/1993","351.665","353.165","349.245","351.14","0"
"3/1/1993","351.14","352.97","348.28","349.095","0"
"3/2/1993","349.095","356.79","348.08","356.21","0"
"3/3/1993","356.21","360.425","355.79","359.96","0"
"3/4/1993","359.96","359.96","352.845","355.53","0"
"3/5/1993","355.53","358.09","352.705","355.565","0"
"3/8/1993","355.565","360.335","355.115","359.44","0"
"3/9/1993","359.44","361.41","358.58","359.4","0"
"3/10/1993","359.4","361.675","358.255","361.26","0"
"3/11/1993","361.26","364.66","360.995","361.735","0"
"3/12/1993","361.735","363.09","356.445","362.65","0"
"3/15/1993","362.65","365.055","362.255","364.315","0"
"3/16/1993","364.315","366.535","363.105","363.61","0"
"3/17/1993","363.61","363.61","354.87","355.655","0"
"3/18/1993","355.655","358.625","355.325","355.5","0"
"3/19/1993","355.5","357.915","351.46","351.555","0"
"3/22/1993","351.55","351.55","346.2","349.415","0"
"3/23/1993","349.415","353","347.805","348.135","0"
"3/24/1993","348.135","350.035","345.43","348.505","0"
"3/25/1993","348.505","355.025","348.505","354.375","0"
"3/26/1993","354.375","356.405","351.385","352.645","0"
"3/29/1993","352.645","355.08","351.015","351.405","0"
"3/30/1993","351.405","357.72","351.405","357.72","0"
"3/31/1993","357.72","363.18","357.72","359.42","0"
"4/1/1993","359.42","360.745","353.475","354.335","0"
"4/2/1993","354.335","354.335","341.145","341.18","0"
"4/5/1993","341.175","345.18","339.175","344.705","0"
"4/6/1993","344.705","347.73","340.06","340.555","0"
"4/7/1993","340.555","345.43","339.52","345.185","0"
"4/8/1993","345.185","345.24","340.445","341.56","0"
"4/12/1993","341.56","349.725","341.56","349.005","0"
"4/13/1993","349.005","351.825","345.715","345.87","0"
"4/14/1993","345.87","347.07","343.78","346.49","0"
"4/15/1993","346.49","346.49","343.075","343.895","0"
"4/16/1993","343.895","345.235","340.385","340.65","0"
"4/19/1993","340.65","341.395","332.915","337.455","0"
"4/20/1993","337.455","339.575","334.615","339.06","0"
"4/21/1993","339.06","341.415","336.85","340.195","0"
"4/22/1993","340.195","343.77","337.84","338.48","0"
"4/23/1993","338.48","338.935","332.81","333.66","0"
"4/26/1993","333.66","334.45","326.56","327.28","0"
"4/27/1993","327.28","334.825","327.28","334.6","0"
"4/28/1993","334.6","339.93","334.6","339.66","0"
"4/29/1993","339.66","339.66","334.94","338.98","0"
"4/30/1993","338.98","344.385","338.98","339.945","0"
"5/3/1993","339.945","345.275","339.945","344.97","0"
"5/4/1993","344.97","353.725","344.97","353.28","0"
"5/5/1993","353.28","357.135","350.865","355.345","0"
"5/6/1993","355.345","356.76","351.01","351.715","0"
"5/7/1993","351.715","354.255","350.945","353.23","0"
"5/10/1993","353.23","356.525","353.23","354.845","0"
"5/11/1993","354.845","354.845","351.52","353.005","0"
"5/12/1993","353.005","353.11","350.34","350.96","0"
"5/13/1993","350.96","350.965","345.69","347.71","0"
"5/14/1993","347.73","350.045","346.825","349.8","0"
"5/17/1993","349.805","353.105","349.525","352.67","0"
"5/18/1993","352.67","356.12","352.67","356","0"
"5/19/1993","356","365.21","354.84","364.675","0"
"5/20/1993","364.675","370.89","364.675","370.455","0"
"5/21/1993","370.46","370.46","364.515","366.67","0"
"5/24/1993","366.67","369.61","363.31","367.09","0"
"5/25/1993","367.09","367.09","363.875","366.22","0"
"5/26/1993","366.22","374.4","365.305","374.345","0"
"5/27/1993","374.345","376.53","371.85","372.73","0"
"5/28/1993","372.73","372.73","364.265","368.11","0"
"6/1/1993","368.11","374.685","368.11","372.53","0"
"6/2/1993","372.53","374.915","370.375","372.685","0"
"6/3/1993","372.685","373.44","369.38","372.06","0"
"6/4/1993","372.06","372.06","367.99","368.625","0"
"6/7/1993","368.625","371.77","364.32","364.355","0"
"6/8/1993","364.355","364.355","359","360.74","0"
"6/9/1993","360.74","363.225","358.135","360.25","0"
"6/10/1993","360.25","360.56","356.44","359.55","0"
"6/11/1993","359.55","364.11","359.55","363.075","0"
"6/14/1993","363.075","367.93","363.075","367.145","0"
"6/15/1993","367.145","369.565","366.51","366.975","0"
"6/16/1993","366.975","368.375","362.15","365.015","0"
"6/17/1993","365.015","365.855","362.255","364.01","0"
"6/18/1993","364.01","365.77","357.96","357.96","0"
"6/21/1993","357.96","358.675","355.005","357.865","0"
"6/22/1993","357.865","359.145","355.375","356.2","0"
"6/23/1993","356.2","357.535","353.705","354.935","0"
"6/24/1993","354.935","358.6","352.755","357.825","0"
"6/25/1993","357.825","363.63","357.82","362.225","0"
"6/28/1993","362.225","368.45","362.225","368.45","0"
"6/29/1993","368.45","369.825","364.79","365.96","0"
"6/30/1993","365.96","369.78","365.385","366.125","0"
"7/1/1993","366.125","366.515","361.705","363.73","0"
"7/2/1993","363.73","364.795","361.37","364.215","0"
"7/6/1993","364.215","365.23","359.695","360.795","0"
"7/7/1993","360.795","360.795","355.78","357.865","0"
"7/8/1993","357.865","361.3","356.925","360.7","0"
"7/9/1993","360.7","362.88","358.325","362.46","0"
"7/12/1993","362.46","365.155","360.755","362.87","0"
"7/13/1993","362.87","364.495","361.125","361.98","0"
"7/14/1993","361.98","366.325","360.105","363.74","0"
"7/15/1993","363.74","363.74","359.975","360.465","0"
"7/16/1993","360.465","360.465","350.11","351.07","0"
"7/19/1993","351.07","351.395","346.515","349.06","0"
"7/20/1993","349.06","356.33","349.06","355.76","0"
"7/21/1993","355.76","355.76","350.98","352.635","0"
"7/22/1993","352.635","354.425","347.14","348.35","0"
"7/23/1993","348.35","354.615","348.35","353.205","0"
"7/26/1993","353.205","357.975","353.07","356.405","0"
"7/27/1993","356.405","356.825","350.865","352.015","0"
"7/28/1993","352.015","357.355","351.865","356.81","0"
"7/29/1993","356.81","359.645","356.5","357.33","0"
"7/30/1993","357.33","357.33","350.755","352.865","0"
"8/2/1993","352.865","356.62","352.865","355.25","0"
"8/3/1993","355.25","357.41","354.99","356.23","0"
"8/4/1993","356.23","360.735","355.11","360.115","0"
"8/5/1993","360.115","362.57","360.115","362.41","0"
"8/6/1993","362.41","364.835","361.575","363.145","0"
"8/9/1993","363.145","365.365","361.055","362.295","0"
"8/10/1993","362.295","363.1","358.38","358.645","0"
"8/11/1993","358.645","360.68","358.64","359.735","0"
"8/12/1993","359.635","362.72","356.935","359.405","0"
"8/13/1993","359.405","361.03","358.435","360.455","0"
"8/16/1993","360.455","370.73","360.455","370.6","0"
"8/17/1993","370.6","374.4","369.885","374.16","0"
"8/18/1993","374.16","379.64","374.16","375.815","0"
"8/19/1993","375.815","375.815","369.795","370.265","0"
"8/20/1993","370.265","371.405","368.565","370.87","0"
"8/23/1993","370.87","372.17","368.74","370.49","0"
"8/24/1993","370.49","372.17","369.075","371","0"
