"date","_NDXD-open","_NDXD-high","_NDXD-low","_NDXD-close","_NDXD-vol"
"10/9/2000","3306.75","3359.9299","3185.28","3318.8999","143777"
"10/10/2000","3271.6899","3336.6101","3175.3799","3188.29","187443"
"10/11/2000","3077.51","3220.52","3047.1699","3100.53","234045"
"10/12/2000","3175.75","3183.96","3000.4299","3004.45","212866"
"10/13/2000","2990.99","3278.77","2990.99","3277.77","207075"
"10/16/2000","3265.96","3296.95","3203.1299","3249.46","178860"
"10/17/2000","3313.8101","3326.1299","3127.6299","3172.1899","193679"
"10/18/2000","3045.7","3245.5801","2982.04","3139.3101","251992"
"10/19/2000","3316.6299","3404.3301","3271.2","3402.95","234347"
"10/20/2000","3379.73","3514.96","3378.95","3456.6101","217149"
"10/23/2000","3451.3999","3498.04","3378.3401","3422","169011"
"10/24/2000","3455.3701","3481.3101","3326.1201","3353.26","188086"
"10/25/2000","3245.6899","3283.2","3086.6101","3107.6101","217093"
"10/26/2000","3127.4399","3185.9099","2956.2","3167.1399","229249"
"10/27/2000","3232.8101","3275.22","3109.0601","3175.25","196339"
"10/30/2000","3128.9399","3195.45","3038.4099","3081.0701","174144"
"10/31/2000","3120.21","3304.6201","3120.21","3282.3","214642"
"11/1/2000","3214.3999","3311","3176.8701","3225.27","202438"
"11/2/2000","3292.1299","3326.3701","3259.0701","3308.48","222692"
"11/3/2000","3329.26","3359.99","3275.0701","3321.9099","184620"
"11/6/2000","3346.1499","3369.47","3285.77","3290.47","160852"
"11/7/2000","3262.5801","3304.3799","3217.45","3279.5701","170012"
"11/8/2000","3295.77","3296.3","3058.6599","3059.0901","167800"
"11/9/2000","2993.02","3081.6201","2923.1001","3057.0601","194277"
"11/10/2000","2974.4299","3011.5801","2890.02","2890.26","177993"
"11/13/2000","2798.95","2969.6201","2742.47","2836.6201","204833"
"11/14/2000","2952.6201","3043.6599","2926.6599","3039.5","178531"
"11/15/2000","3027.6101","3128.3701","3001.8301","3076.7","170594"
"11/16/2000","3016.8","3082.4199","2925.0801","2925.1599","152371"
"11/17/2000","2934.51","3000.9199","2850.1499","2934.8101","176085"
"11/20/2000","2838.29","2885.3101","2779.78","2792.4099","171629"
"11/21/2000","2807.4199","2844.55","2745.7","2786.53","174938"
"11/22/2000","2738.29","2806.3301","2667.1101","2668.25","188513"
"11/24/2000","2745.3899","2830.76","2740.0601","2830.0901","78160"
"11/27/2000","2910.5701","2913.76","2759.98","2769.3201","170657"
"11/28/2000","2763.8601","2795.1499","2619.5","2621.1101","191997"
"11/29/2000","2635.05","2670.53","2520.1399","2602.8501","205572"
"11/30/2000","2470.6599","2573.1101","2426.4099","2506.54","273627"
"12/1/2000","2566.6799","2674.4199","2499.3899","2549.74","222197"
"12/4/2000","2572.8799","2614.8501","2475.6299","2554.3999","186048"
"12/5/2000","2648.54","2852.9099","2633.5701","2852.8701","247467"
"12/6/2000","2833.52","2891.5","2721.8101","2743.7","230828"
"12/7/2000","2688.6101","2761.78","2648.9399","2719.9099","175681"
"12/8/2000","2840.2","2914.97","2803.03","2895.3899","232865"
"12/11/2000","2900.28","2990.8301","2848.8601","2972.9099","244776"
"12/12/2000","2942.2","2958.29","2862.1699","2863.21","191903"
"12/13/2000","2940.1799","2941.3401","2741.3999","2748.8799","204225"
"12/14/2000","2744.26","2788.8101","2638.1101","2639.26","177064"
"12/15/2000","2590.8401","2624.5601","2511.3501","2543.0901","277069"
"12/18/2000","2604.0801","2639","2511.0601","2543.0901","206599"
"12/19/2000","2538.8601","2635.22","2397.8701","2399.6299","231720"
"12/20/2000","2288.28","2337.99","2199.2","2210.3201","285515"
"12/21/2000","2191.8201","2347.28","2174.76","2224.8401","268697"
"12/22/2000","2303.21","2437.1899","2303.21","2436.26","223541"
"12/26/2000","2435.51","2477.1001","2332.3501","2404.6001","155870"
"12/27/2000","2383.4199","2468.75","2362.5901","2460.21","200265"
"12/28/2000","2435.8401","2505.6499","2420.3401","2464.6201","219213"
"12/29/2000","2465.3701","2491.25","2328.8601","2341.7","253176"
"1/2/2001","2341.28","2347.7","2105.49","2128.78","191893"
"1/3/2001","2087.3201","2530.53","2087.3201","2528.3799","318800"
"1/4/2001","2485.52","2547.04","2432.04","2460.04","261068"
"1/5/2001","2460.8101","2463.48","2252.3601","2267.8501","210467"
"1/8/2001","2245.4399","2282.95","2151.1599","2281.54","185059"
"1/9/2001","2312.53","2364.4099","2274.0801","2311.3999","197513"
"1/10/2001","2253.8501","2417.4299","2237.45","2413.71","247035"
"1/11/2001","2376.8601","2550.3899","2376.8601","2524.29","284264"
"1/12/2001","2522.45","2591.55","2471.0601","2506.05","251885"
"1/16/2001","2502.6599","2510.3401","2432.8701","2470.72","207394"
"1/17/2001","2586.8","2629.1699","2539.0901","2558.6699","281919"
"1/18/2001","2574.6399","2672.0701","2533.3701","2670.47","255871"
"1/19/2001","2740.1101","2740.76","2633.6699","2655.77","269719"
"1/22/2001","2639.6101","2683.1201","2598.8501","2643.1299","203714"
"1/23/2001","2642.3301","2738.8101","2618.72","2730.05","227847"
"1/24/2001","2732.9199","2771.6299","2692.8101","2726.45","256732"
"1/25/2001","2687.05","2710.22","2595.47","2595.8501","229815"
"1/26/2001","2538.28","2635.22","2526.55","2631.78","226880"
"1/29/2001","2601.6699","2696.73","2578.8401","2694.53","197013"
"1/30/2001","2701.3401","2716.4099","2661.74","2686.1399","207359"
"1/31/2001","2695.03","2718.51","2591.9199","2593","227731"
"2/1/2001","2586.24","2627.3899","2554.9399","2607.1599","177626"
"2/2/2001","2605.6399","2616.3999","2471.51","2472.1799","170690"
"2/5/2001","2447.72","2483.5801","2409.2","2467.3","164876"
"2/6/2001","2463.5","2531.05","2456.8899","2473.24","178892"
"2/7/2001","2421.6399","2446.6599","2349.9199","2409.6599","205692"
"2/8/2001","2436.48","2464.1899","2355.1499","2355.6699","185236"
"2/9/2001","2333.01","2342.4199","2247.52","2261.77","188191"
"2/12/2001","2247.2","2319.8999","2229.23","2286.76","175122"
"2/13/2001","2315.46","2367.9099","2208.01","2208.3999","172855"
"2/14/2001","2224.3501","2307.27","2173.4199","2305.8201","198735"
"2/15/2001","2360.5601","2423.6499","2355.9199","2371.04","210693"
"2/16/2001","2228.77","2266.3601","2187.3101","2212.51","189220"
"2/20/2001","2229.9099","2235.74","2094.5801","2095.1101","187834"
"2/21/2001","2056.1499","2164.25","2044.74","2058.54","201974"
"2/22/2001","2058.5601","2088.6001","1958.88","2032.42","248347"
"2/23/2001","1997.55","2061.45","1935.21","2056.0601","223791"
"2/26/2001","2088.03","2103.6299","2020.3199","2097.6399","173906"
"2/27/2001","2067.1499","2081.79","1963.63","1964.52","180854"
"2/28/2001","1983.35","2010.3199","1880.47","1908.3199","208270"
"3/1/2001","1879.84","1968.02","1837.98","1968.02","225688"
"3/2/2001","1886.04","1988.35","1866.13","1881.34","237410"
"3/5/2001","1908.62","1936.02","1892.02","1916.6801","149575"
"3/6/2001","1983.28","2029.01","1973.87","1976.3101","198638"
"3/7/2001","2018.9399","2018.9399","1965.91","1996.23","177441"
"3/8/2001","1982.4399","1993.5","1933.23","1938.15","175914"
"3/9/2001","1892.79","1892.79","1802.91","1813.02","196212"
"3/12/2001","1758.0601","1762.2","1679.73","1680.64","214982"
"3/13/2001","1711.99","1790.3101","1691.22","1789.7","209642"
"3/14/2001","1711.0601","1808.85","1700.85","1745.13","214722"
"3/15/2001","1809.5","1813.6801","1697.61","1697.92","196377"
"3/16/2001","1656.78","1693.6","1627.8","1647.51","210227"
"3/19/2001","1659.7","1732.92","1632.48","1730.46","177457"
"3/20/2001","1742.99","1749.29","1614.41","1614.47","201650"
"3/21/2001","1624.3101","1674.3101","1594.39","1605.04","210919"
"3/22/2001","1624.8101","1703.28","1582.48","1701.9","250477"
"3/23/2001","1743.96","1754.65","1666.8199","1705.02","228456"
"3/26/2001","1735.53","1736.88","1667.8","1676.9","171962"
"3/27/2001","1680.73","1751.14","1664.66","1735.63","195141"
"3/28/2001","1677.63","1687.92","1600.37","1602.22","207226"
"3/29/2001","1578.99","1626.88","1543.39","1563.14","207905"
"3/30/2001","1573.8199","1600.88","1530.14","1573.25","213905"
"4/2/2001","1569.66","1594.36","1499.3","1516.58","184835"
"4/3/2001","1487.87","1493.11","1390.1","1399.05","257341"
"4/4/2001","1392.03","1435.36","1348.52","1370.75","246547"
"4/5/2001","1452.04","1521.76","1434.01","1519.05","233300"
"4/6/2001","1483.96","1485.37","1425.89","1448.16","183572"
"4/9/2001","1472.8101","1495.76","1437.85","1481.22","144883"
"4/10/2001","1515.58","1620.74","1515.58","1597.87","220346"
"4/11/2001","1694.6","1703.89","1624.8","1647.36","237201"
"4/12/2001","1617.95","1714.6899","1605.61","1714.29","190280"
"4/16/2001","1682.17","1700.39","1630.3101","1650.21","157191"
"4/17/2001","1605.54","1694.22","1603.99","1671.51","190058"
"4/18/2001","1760.05","1892.85","1739.16","1830.79","319565"
"4/19/2001","1854.2","1953.5699","1829.98","1953.28","278887"
"4/20/2001","1933.61","1981.9","1901.4","1933.5699","254442"
"4/23/2001","1881.52","1881.54","1802.8199","1811.89","184563"
"4/24/2001","1809.47","1860.08","1756.3","1762.21","198333"
"4/25/2001","1758.0699","1824.88","1743.45","1814.33","197894"
"4/26/2001","1839.4","1844.5699","1761.67","1763.33","202880"
"4/27/2001","1808.92","1822.4399","1777.1899","1810.47","180160"
"4/30/2001","1855.9","1906.9","1826.12","1855.15","202718"
"5/1/2001","1854.67","1919.45","1822.86","1919.01","192252"
"5/2/2001","1958.17","1980.13","1916.73","1962.42","258414"
"5/3/2001","1913.9301","1919.62","1853.84","1877.8","201088"
"5/4/2001","1820.5699","1930.03","1810.86","1924.12","205711"
"5/7/2001","1924.6801","1948.02","1889.8","1895.41","174960"
"5/8/2001","1939.02","1939.66","1887.23","1929.24","189228"
"5/9/2001","1885","1921.87","1862.0601","1876.6","179352"
"5/10/2001","1926.47","1926.95","1838.02","1838.3199","174169"
"5/11/2001","1842.65","1861.52","1810.89","1821.2","143093"
"5/14/2001","1819.39","1820.51","1769.33","1795.0601","133854"
"5/15/2001","1801.46","1853.05","1790.51","1797.08","171062"
"5/16/2001","1778.71","1904.25","1768.62","1899.47","207858"
"5/17/2001","1900.84","1955.77","1898.65","1925.14","215431"
"5/18/2001","1910.71","1940.76","1898.28","1927.6899","179262"
"5/21/2001","1931.29","2052.6699","1927.04","2052.5701","231148"
"5/22/2001","2062.8999","2070.6101","2023.0699","2042.9301","231480"
"5/23/2001","2022.16","2073.98","1957.4399","1957.5601","188679"
"5/24/2001","1965.4399","2003.71","1937.67","2003.37","186457"
"5/25/2001","2000.12","2003.6801","1953.24","1960.74","138541"
"5/29/2001","1946.5699","1946.5699","1865.1801","1873.53","162106"
"5/30/2001","1823.84","1837.01","1768.98","1779","199123"
"5/31/2001","1785.25","1838.29","1784.72","1799.89","183307"
"6/1/2001","1826.02","1852.08","1785.4399","1840.83","155530"
"6/4/2001","1861.12","1869.98","1819.08","1838.84","132035"
"6/5/2001","1853.65","1937.9399","1853.47","1923.9","184510"
"6/6/2001","1931.45","1945.9399","1890.51","1903.84","177194"
"6/7/2001","1892.98","1963.83","1891.01","1963.3101","166052"
"6/8/2001","1959.71","1959.71","1885.84","1896.22","143773"
"6/11/2001","1885.17","1885.17","1826.28","1846.5","141863"
"6/12/2001","1799.58","1871.03","1776.41","1852.03","171356"
"6/13/2001","1860.05","1875.29","1789.91","1790.21","154679"
"6/14/2001","1766.41","1776.35","1711.3199","1711.39","176376"
"6/15/2001","1679.33","1725.77","1657.65","1701.53","210934"
"6/18/2001","1712.04","1729.39","1662.59","1666.49","156777"
"6/19/2001","1736.29","1745.76","1656.74","1675.9","198065"
"6/20/2001","1655.26","1722.85","1655.26","1721.5601","211076"
"6/21/2001","1714","1774.25","1697.5601","1751.22","218050"
"6/22/2001","1755.5699","1773.26","1718.35","1727.47","171458"
"6/25/2001","1752.71","1755.67","1713.03","1743.9","148173"
"6/26/2001","1708.89","1757.9301","1705.9301","1751.62","165738"
"6/27/2001","1755.25","1769.55","1726.78","1756.02","171640"
"6/28/2001","1782.3199","1847.38","1782.3199","1808.9399","195296"
"6/29/2001","1812.17","1865.36","1795.45","1830.1899","207163"
"7/2/2001","1831.42","1864.2","1815.11","1830.1899","151342"
"7/3/2001","1817.71","1832.01","1798.4399","1822.16","86843"
"7/5/2001","1800.63","1812.26","1750.51","1751","129068"
"7/6/2001","1728.5699","1729.5699","1666.62","1668.59","144142"
"7/9/2001","1680.88","1712.08","1669.23","1697.05","139963"
"7/10/2001","1718.8101","1719.3199","1624.8","1624.95","166397"
"7/11/2001","1617.51","1646.83","1600.1899","1641.5601","177029"
"7/12/2001","1708.3199","1757.29","1700.41","1750.13","188869"
"7/13/2001","1741.36","1782.52","1723.08","1751.11","156176"
"7/16/2001","1743.09","1758.9301","1682.7","1685.74","148935"
"7/17/2001","1675.0601","1729.63","1667.48","1729.55","169569"
"7/18/2001","1692.16","1716.16","1652","1666.87","173812"
"7/19/2001","1700.5601","1739.13","1674.5699","1695.89","190622"
"7/20/2001","1662.38","1690.1801","1659.98","1676.46","164212"
"7/23/2001","1695.2","1699.4399","1629.74","1629.9301","135654"
"7/24/2001","1618.74","1639.5601","1580.5699","1604.86","160150"
"7/25/2001","1609.37","1632.89","1581.67","1627.86","167549"
"7/26/2001","1624.22","1679.24","1604.92","1673.39","176539"
"7/27/2001","1673.4301","1694.6899","1661.12","1683.1801","158380"
"7/30/2001","1689.21","1696.34","1662.67","1670.03","133823"
"7/31/2001","1678.71","1715.37","1665.8101","1683.61","162179"
"8/1/2001","1713.67","1743.73","1704.4301","1729.53","178422"
"8/2/2001","1758.9301","1766.58","1718.9399","1751.45","167593"
"8/3/2001","1744.02","1744.02","1709.3101","1725.9","124512"
"8/6/2001","1705.88","1718.59","1700.24","1702.84","110655"
"8/7/2001","1695.27","1717.11","1684.09","1696.37","131802"
"8/8/2001","1681.85","1710.52","1618.77","1626.2","166169"
"8/9/2001","1622.45","1639.54","1603.98","1628.92","145715"
"8/10/2001","1621.5","1634.67","1576.0699","1617.45","137269"
"8/13/2001","1627.34","1657.99","1615.26","1653.27","114704"
"8/14/2001","1665.16","1672.0699","1627.61","1629.95","123186"
"8/15/2001","1629.53","1641.84","1571.92","1572.03","146393"
"8/16/2001","1548.3","1582.2","1526.8101","1581.98","161379"
"8/17/2001","1541.61","1556.01","1514","1516.58","130151"
"8/20/2001","1518.1899","1536.78","1506.53","1535.99","116579"
"8/21/2001","1538.8","1550.2","1480.4301","1480.74","132596"
"8/22/2001","1504.65","1517.83","1467.58","1515.41","155054"
"8/23/2001","1513.37","1542.59","1496.64","1496.98","145629"
"8/24/2001","1521.48","1579.6801","1515.34","1579.62","149565"
"8/27/2001","1576.16","1601.97","1559.67","1578.33","119529"
"8/28/2001","1579.55","1581.8199","1526.08","1526.3","143394"
"8/29/2001","1538.16","1541.9399","1491.22","1499.76","146670"
"8/30/2001","1472.65","1495.1","1438.91","1453.9","173481"
"8/31/2001","1444.73","1484.99","1443.55","1469.7","123288"
"9/4/2001","1466.3199","1502.67","1424.0601","1424.12","153658"
"9/5/2001","1425.35","1440.33","1371.3","1415.3","195058"
"9/6/2001","1392","1418.66","1360.5699","1361.6899","188780"
"9/7/2001","1347.62","1390.12","1339.89","1354.27","171276"
"9/10/2001","1342.08","1375.6","1339.41","1365.39","161297"
"9/17/2001","1277.12","1310.23","1251.89","1252.7","225462"
"9/18/2001","1268.28","1282.73","1220.99","1224.64","186498"
"9/19/2001","1230.14","1242.73","1135.85","1208.23","246403"
"9/20/2001","1175.1","1205.64","1160.61","1166.27","280466"
"9/21/2001","1088.96","1160.24","1088.96","1126.95","258815"
"9/24/2001","1166.72","1202.5699","1158.86","1191.02","205229"
"9/25/2001","1194.09","1220.39","1162.91","1187.77","218196"
"9/26/2001","1203.4399","1203.64","1141.03","1143.48","176062"
"9/27/2001","1137.49","1153.33","1101.39","1144.27","204309"
"9/28/2001","1158.0699","1255.9399","1145.76","1168.37","211436"
"10/1/2001","1161.74","1163.17","1131.3199","1151.24","150514"
"10/2/2001","1150.79","1179.0699","1141.62","1159.37","178473"
"10/3/2001","1144.76","1267.51","1139.21","1249.41","271330"
"10/4/2001","1271.74","1313.64","1242.98","1260.66","255858"
"10/5/2001","1248.1801","1280.12","1216.0699","1271.73","183638"
"10/8/2001","1249.3199","1297.49","1242.9399","1279.63","141752"
"10/9/2001","1278.99","1284.92","1240.79","1244.5601","152743"
"10/10/2001","1239.77","1305.46","1235.42","1304.6801","185751"
"10/11/2001","1333.87","1389.87","1333.28","1389.87","253294"
"10/12/2001","1376.27","1396.29","1333.65","1393.84","218597"
"10/15/2001","1370.2","1385.97","1351.8101","1378.92","158621"
"10/16/2001","1390.37","1406.2","1368.34","1404.8101","184331"
"10/17/2001","1440.63","1440.63","1314.8","1314.8","229241"
"10/18/2001","1315.34","1344.4301","1302.75","1330.33","179387"
"10/19/2001","1317.23","1353.26","1302.53","1347.59","159111"
"10/22/2001","1340.96","1383.11","1333.62","1383.0699","153083"
"10/23/2001","1397.27","1419.71","1371.03","1384.0601","183949"
"10/24/2001","1388.51","1430.75","1379.37","1424.6899","189500"
"10/25/2001","1396.35","1479.05","1374.65","1479.05","225962"
"10/26/2001","1461.88","1487.4","1453.52","1454.9","199920"
"10/29/2001","1445.64","1450.6801","1374.48","1374.58","165917"
"10/30/2001","1353.96","1367.79","1320.48","1342.26","177856"
"10/31/2001","1368.54","1403.09","1354.74","1364.78","189761"
"11/1/2001","1381.7","1426.9399","1358.72","1424.15","178491"
"11/2/2001","1417.4","1439.01","1402.21","1425.78","164386"
"11/5/2001","1453.9399","1490.11","1453.75","1480.21","173425"
"11/6/2001","1471.11","1523.66","1462.1899","1523.09","194551"
"11/7/2001","1506.11","1559.04","1506.11","1524.67","206581"
"11/8/2001","1548","1580.59","1497.89","1510.6","230072"
"11/9/2001","1508.09","1526.9399","1491","1514.96","152436"
"11/12/2001","1511.77","1538.75","1463.12","1528.75","159447"
"11/13/2001","1566.48","1585.0699","1552.5601","1580.76","218900"
"11/14/2001","1601.52","1614.77","1556.71","1585.89","217559"
"11/15/2001","1572.8199","1609.04","1566.42","1582.58","202555"
"11/16/2001","1586.8","1591.58","1563.6","1582.14","171414"
"11/19/2001","1597.8","1618.1899","1586.66","1617.58","192490"
"11/20/2001","1607.61","1614.37","1546.6","1549.7","198858"
"11/21/2001","1543.71","1562.76","1526.08","1552.01","157759"
"11/23/2001","1557.09","1581.61","1549.39","1577.47","56982"
"11/26/2001","1590.05","1619.73","1580.92","1619.65","173413"
"11/27/2001","1607.61","1644.38","1575.48","1609.87","213742"
"11/28/2001","1594.88","1620.15","1557.03","1557.03","190515"
"11/29/2001","1569.42","1599.64","1558.65","1599.3","195712"
"11/30/2001","1594.83","1608.4301","1581.28","1596.05","183185"
"12/3/2001","1576.26","1590.3","1562.73","1567.54","149676"
"12/4/2001","1582.0699","1634.55","1577.34","1634.27","190863"
"12/5/2001","1653.63","1731.29","1653.63","1720.91","277750"
"12/6/2001","1715.01","1734.58","1703.02","1717.97","221247"
"12/7/2001","1706.27","1709.5","1652.66","1673.9","191672"
"12/10/2001","1658.47","1694.33","1642.42","1645.36","167948"
"12/11/2001","1666.26","1695.15","1654.72","1661.27","196520"
"12/12/2001","1666.5","1683.48","1631.42","1669.95","189529"
"12/13/2001","1634.62","1645.04","1601.71","1601.91","209582"
"12/14/2001","1601.22","1622.79","1590.71","1605.67","190002"
"12/17/2001","1607.08","1654.45","1607.02","1640.34","184092"
"12/18/2001","1653.3101","1665.39","1642.87","1657.6801","185202"
"12/19/2001","1629.47","1658.58","1620.72","1628.6899","191985"
"12/20/2001","1613.0601","1617.23","1557.1801","1557.36","204311"
"12/21/2001","1579.89","1594.08","1573.02","1578.27","235967"
"12/24/2001","1581.16","1590.04","1575.01","1577.3101","56438"
"12/26/2001","1583.6899","1618.04","1583.6899","1590.84","112735"
"12/27/2001","1599.25","1614.4399","1591.77","1606.48","124106"
"12/28/2001","1617.85","1637.5699","1617.01","1621.13","132829"
"12/31/2001","1617.35","1623.63","1577.03","1577.05","141484"
"1/2/2002","1590.71","1610.41","1565.08","1610.39","151767"
"1/3/2002","1618.3","1667.1899","1618.3","1666.66","220963"
"1/4/2002","1685.54","1698.46","1645.3199","1675.03","220561"
"1/7/2002","1691.36","1694.27","1647.5601","1649.83","212111"
"1/8/2002","1651.42","1676.6899","1641.17","1666.58","187367"
"1/9/2002","1688.26","1710.23","1644.89","1653.76","232145"
"1/10/2002","1653.97","1667.29","1635.08","1656.6801","176164"
"1/11/2002","1659.47","1670.3199","1627.42","1634.17","162553"
"1/14/2002","1624.91","1633.12","1595.04","1603.76","180165"
"1/15/2002","1607.01","1628","1590.83","1612.46","167515"
"1/16/2002","1588.77","1597.15","1558.97","1558.98","191727"
"1/17/2002","1587.01","1605.28","1569.11","1602.3199","189311"
"1/18/2002","1558.41","1582.92","1537.99","1548.22","169301"
"1/22/2002","1567.59","1567.59","1500.89","1501.78","181722"
"1/23/2002","1511.95","1553.41","1501.79","1549.21","187112"
"1/24/2002","1565.34","1586.34","1559.35","1565.13","190787"
"1/25/2002","1546.1","1572.09","1541.84","1558.26","165531"
"1/28/2002","1573.39","1581.38","1543.51","1564.86","148208"
"1/29/2002","1570.7","1582.65","1508.62","1519.33","187538"
"1/30/2002","1525.09","1539.0699","1481.46","1538.9399","206697"
"1/31/2002","1549.47","1554.95","1528.04","1550.17","180353"
"2/1/2002","1544.42","1561.24","1515.85","1528.15","171000"
"2/4/2002","1526.3199","1528.3","1471.52","1479.17","177903"
"2/5/2002","1468.61","1497.41","1454.77","1462.86","210687"
"2/6/2002","1480.45","1480.45","1434.96","1445.96","210548"
"2/7/2002","1445.11","1459.9399","1413.42","1413.86","199830"
"2/8/2002","1426.26","1452.17","1405.79","1452.17","179471"
"2/11/2002","1451.13","1477.96","1446.6899","1477.64","156483"
"2/12/2002","1458.28","1484.97","1448.77","1464.76","162168"
"2/13/2002","1476.25","1492.27","1471.26","1486.75","160074"
"2/14/2002","1491.1899","1508.25","1471.24","1474.71","167941"
"2/15/2002","1477.46","1482.5699","1432.96","1436.7","162472"
"2/19/2002","1421.0699","1424.04","1380.46","1387.27","174917"
"2/20/2002","1400.83","1411.97","1364.21","1408.26","191821"
"2/21/2002","1397.17","1403.3101","1348.25","1348.25","183375"
"2/22/2002","1351.24","1372.0601","1329.9301","1356.16","183934"
"2/25/2002","1366.4399","1414.29","1365.95","1407.99","166685"
"2/26/2002","1416.1","1423.4301","1382.99","1401.1899","167053"
"2/27/2002","1420.3","1426.25","1369.24","1378.48","182344"
"2/28/2002","1386.15","1404.04","1356.04","1359.22","193563"
"3/1/2002","1373.15","1435.8101","1370.3199","1435.41","190252"
"3/4/2002","1434.6899","1495.1899","1422.22","1494.7","229763"
"3/5/2002","1484.83","1519.36","1480.17","1498.95","207465"
"3/6/2002","1488.8","1523.12","1471.66","1519.95","190708"
"3/7/2002","1531.4301","1538.41","1488.25","1506.8101","189819"
"3/8/2002","1537.03","1562.97","1532.63","1555.11","205942"
"3/11/2002","1542.09","1573.42","1530.51","1553.8","176395"
"3/12/2002","1510.0601","1523.45","1500.42","1520.54","175015"
"3/13/2002","1502.4","1512.4","1482.41","1486.27","166424"
"3/14/2002","1488.36","1500.9","1476.14","1477.1899","149213"
"3/15/2002","1484.46","1498.52","1470.49","1495.41","169880"
"3/18/2002","1511.83","1523.27","1489.35","1505.89","154719"
"3/19/2002","1510.46","1519.12","1496.67","1504.67","152162"
"3/20/2002","1482.1","1488.51","1451.02","1451.02","155464"
"3/21/2002","1452.1801","1491.3101","1443.17","1488.97","160159"
"3/22/2002","1483.04","1491.03","1467.16","1470.1","150496"
"3/25/2002","1473.62","1481.97","1427.51","1427.6","142931"
"3/26/2002","1423.5699","1462.5","1423.03","1439.55","166217"
"3/27/2002","1431.35","1446.11","1424.1899","1436.51","162423"
"3/28/2002","1447.48","1463.02","1443.29","1452.8101","166490"
"4/1/2002","1440.38","1481.74","1425.63","1478.52","155479"
"4/2/2002","1444.95","1451.73","1410.41","1410.41","170124"
"4/3/2002","1417.78","1423.47","1378.9301","1394.21","170419"
"4/4/2002","1385.53","1411.66","1377.88","1396.97","173167"
"4/5/2002","1405.92","1412.85","1375.63","1376.72","150810"
"4/8/2002","1346.77","1395.25","1342.99","1392.96","159920"
"4/9/2002","1397.59","1405.1","1345.11","1345.3199","166276"
"4/10/2002","1356.47","1375.14","1332.6801","1363.29","196542"
"4/11/2002","1352.76","1360.62","1322.25","1324.65","170714"
"4/12/2002","1340.66","1356.83","1325.5699","1351.85","153248"
"4/15/2002","1358.76","1364.24","1336.42","1355.09","132723"
"4/16/2002","1382.86","1414.76","1382.86","1413.9301","179149"
"4/17/2002","1422.42","1426.01","1393.1899","1403.71","193106"
"4/18/2002","1397.75","1410.9301","1369.92","1395.9","186614"
"4/19/2002","1408.3101","1408.3101","1382.89","1385.01","168164"
"4/22/2002","1365.34","1365.34","1336.99","1349.83","170312"
"4/23/2002","1348.9301","1357.01","1316.15","1322.8101","195790"
"4/24/2002","1334.87","1337.34","1300.95","1302.3199","192323"
"4/25/2002","1295.59","1315.02","1287.83","1302.3199","197176"
"4/26/2002","1310.8","1316.65","1250.8199","1250.89","189379"
"4/29/2002","1256.58","1267.77","1228.9399","1246.75","184255"
"4/30/2002","1245.65","1292.1899","1243.52","1277.0699","209161"
"5/1/2002","1273.63","1278.02","1232.36","1267.4399","218911"
"5/2/2002","1262.66","1284.3","1224.66","1225.37","206034"
"5/3/2002","1223.89","1224.37","1185.79","1190.74","199095"
"5/6/2002","1191.53","1204.35","1160.99","1161.16","177608"
"5/7/2002","1173.76","1178.88","1142.25","1159.25","213913"
"5/8/2002","1212.99","1282.4399","1212.76","1282.41","240324"
"5/9/2002","1268.91","1281.2","1239.02","1240.41","178846"
"5/10/2002","1247.09","1248.96","1186.08","1188.78","183913"
"5/13/2002","1200.6899","1244.02","1192.9","1241.54","164878"
"5/14/2002","1287.73","1309.3199","1282.1","1305.55","260312"
"5/15/2002","1290.4","1350.54","1280.0699","1311.05","226610"
"5/16/2002","1309.25","1319.52","1296.11","1315.85","164466"
"5/17/2002","1333.23","1342.4301","1305.71","1325.8","164891"
"5/20/2002","1309.83","1313.26","1284.74","1292.21","142930"
"5/21/2002","1300.8199","1309.62","1251.53","1255.91","166088"
"5/22/2002","1246.08","1269.64","1233.78","1264.51","173473"
"5/23/2002","1270.28","1286.8199","1241.25","1286.77","176257"
"5/24/2002","1269.91","1271.51","1246.8101","1253.03","121089"
"5/28/2002","1264.13","1264.86","1226.28","1244.8199","131925"
"5/29/2002","1232.16","1239.96","1218.62","1218.6801","141890"
"5/30/2002","1207.4399","1234.51","1202.24","1227.9","158585"
"5/31/2002","1237.5601","1246.34","1208.21","1208.34","168243"
"6/3/2002","1205.2","1213.1801","1158.22","1159.15","162312"
"6/4/2002","1155.8101","1191.13","1151.16","1178.8","188140"
"6/5/2002","1182.74","1196.67","1165.02","1195.6","163292"
"6/6/2002","1183.91","1185.29","1152.04","1157.62","163026"
"6/7/2002","1107.9399","1156.03","1106.61","1140.24","211174"
"6/10/2002","1142.51","1155.76","1132.12","1135.62","151826"
"6/11/2002","1148.72","1151.3","1100.59","1100.97","169704"
"6/12/2002","1092.45","1123.78","1079.28","1123.34","205732"
"6/13/2002","1117.22","1133.25","1100.34","1106.54","156691"
"6/14/2002","1078.6899","1112.37","1055.5699","1109.6","182773"
"6/17/2002","1126.54","1154.1801","1123.1","1149.91","159184"
"6/18/2002","1139.52","1163.46","1138.3101","1138.47","158976"
"6/19/2002","1129.3199","1133.96","1095.76","1097.54","172670"
