,Date,Open,High,Low,Close,Adj Close,Volume
337,"Oct 21, 2021",340.28,342.31,337.80,341.88,341.88,"16,354,400"
338,"Oct 20, 2021",343.45,343.98,339.45,340.78,340.78,"13,639,500"
339,"Oct 19, 2021",339.65,342.46,337.28,339.99,339.99,"18,786,300"
340,"Oct 18, 2021",328.95,335.89,327.50,335.34,335.34,"21,585,000"
341,"Oct 15, 2021",328.68,329.07,322.51,324.76,324.76,"21,596,400"
342,"Oct 14, 2021",328.36,330.52,327.10,328.53,328.53,"14,302,200"
343,"Oct 13, 2021",326.97,327.00,322.66,324.54,324.54,"14,761,500"
344,"Oct 12, 2021",323.03,324.38,317.37,323.77,323.77,"31,658,700"
345,"Oct 11, 2021",327.63,330.46,325.31,325.45,325.45,"14,708,200"
346,"Oct 08, 2021",331.51,333.40,328.71,330.05,330.05,"15,946,100"
347,"Oct 07, 2021",337.00,338.84,328.98,329.22,329.22,"28,307,500"
348,"Oct 06, 2021",329.74,334.38,325.80,333.64,333.64,"26,443,000"
349,"Oct 05, 2021",328.58,335.18,326.16,332.96,332.96,"35,377,900"
350,"Oct 04, 2021",335.53,335.94,322.70,326.23,326.23,"42,885,000"
351,"Oct 01, 2021",341.61,345.02,338.64,343.01,343.01,"14,905,300"
352,"Sep 30, 2021",340.45,342.80,338.15,339.39,339.39,"16,547,100"
353,"Sep 29, 2021",343.15,345.23,338.88,339.61,339.61,"14,452,200"
354,"Sep 28, 2021",347.97,349.60,338.92,340.65,340.65,"21,710,300"
355,"Sep 27, 2021",349.81,355.15,347.08,353.58,353.58,"15,205,800"
356,"Sep 24, 2021",343.24,354.35,342.37,352.96,352.96,"18,801,900"
357,"Sep 23, 2021",345.36,349.67,343.00,345.96,345.96,"21,806,300"
358,"Sep 22, 2021",347.23,349.84,340.69,343.21,343.21,"43,692,900"
359,"Sep 21, 2021",358.50,360.04,355.19,357.48,357.48,"11,751,900"
360,"Sep 20, 2021",359.30,361.03,349.80,355.70,355.70,"19,822,800"
361,"Sep 17, 2021",371.41,371.41,361.59,364.72,364.72,"26,299,000"
362,"Sep 16, 2021",372.79,373.56,369.71,373.06,373.06,"11,934,200"
363,"Sep 15, 2021",377.00,377.56,367.67,373.92,373.92,"17,940,300"
364,"Sep 14, 2021",377.40,378.59,375.11,376.53,376.53,"8,711,600"
365,"Sep 13, 2021",381.68,381.75,374.35,376.51,376.51,"13,026,300"
366,"Sep 10, 2021",381.36,383.79,378.26,378.69,378.69,"11,549,600"
367,"Sep 09, 2021",377.64,379.83,376.57,378.00,378.00,"9,098,900"
368,"Sep 08, 2021",380.16,380.87,374.79,377.57,377.57,"11,067,200"
369,"Sep 07, 2021",375.88,382.96,373.15,382.18,382.18,"10,793,800"
370,"Sep 03, 2021",374.75,377.16,373.11,376.26,376.26,"7,509,600"
371,"Sep 02, 2021",381.50,381.75,374.06,375.28,375.28,"14,832,900"
372,"Sep 01, 2021",379.59,384.33,378.81,382.05,382.05,"11,567,200"
373,"Aug 31, 2021",379.95,382.76,378.80,379.38,379.38,"12,345,400"
374,"Aug 30, 2021",372.56,381.49,370.52,380.66,380.66,"13,547,300"
375,"Aug 27, 2021",365.10,373.74,364.08,372.63,372.63,"11,219,100"
376,"Aug 26, 2021",368.38,369.44,364.13,364.38,364.38,"7,888,700"
377,"Aug 25, 2021",365.60,370.86,365.40,368.39,368.39,"9,684,500"
378,"Aug 24, 2021",363.66,367.96,361.84,365.51,365.51,"9,235,100"
379,"Aug 23, 2021",359.44,365.69,359.10,363.35,363.35,"10,942,000"
380,"Aug 20, 2021",354.60,359.99,353.31,359.37,359.37,"8,697,700"
381,"Aug 19, 2021",351.35,357.57,351.00,355.12,355.12,"12,004,500"
382,"Aug 18, 2021",356.25,359.86,355.15,355.45,355.45,"10,042,400"
383,"Aug 17, 2021",362.98,364.67,355.07,358.45,358.45,"12,328,700"
384,"Aug 16, 2021",362.52,366.95,357.38,366.56,366.56,"11,222,100"
385,"Aug 13, 2021",362.97,364.66,361.48,363.18,363.18,"7,195,700"
386,"Aug 12, 2021",358.45,363.00,357.11,362.65,362.65,"7,170,700"
387,"Aug 11, 2021",362.10,362.36,357.81,359.96,359.96,"8,400,300"
388,"Aug 10, 2021",361.83,364.10,359.04,361.13,361.13,"7,469,900"
389,"Aug 09, 2021",363.76,365.78,360.75,361.61,361.61,"7,798,900"
390,"Aug 06, 2021",361.40,365.15,361.40,363.51,363.51,"8,925,000"
391,"Aug 05, 2021",359.64,363.90,356.90,362.97,362.97,"10,247,200"
392,"Aug 04, 2021",352.42,360.48,351.51,358.92,358.92,"14,180,600"
393,"Aug 03, 2021",352.73,353.77,347.70,351.24,351.24,"12,406,100"
394,"Aug 02, 2021",358.10,359.40,350.74,351.95,351.95,"13,180,400"
395,"Jul 30, 2021",354.00,360.73,352.94,356.30,356.30,"15,976,200"
396,"Jul 29, 2021",361.00,365.52,356.74,358.32,358.32,"33,413,200"
397,"Jul 28, 2021",374.56,377.55,366.93,373.28,373.28,"29,676,900"
398,"Jul 27, 2021",371.91,373.15,364.55,367.81,367.81,"15,705,400"
399,"Jul 26, 2021",369.58,374.44,368.22,372.46,372.46,"14,925,200"
400,"Jul 23, 2021",360.91,375.33,357.19,369.79,369.79,"33,694,300"
401,"Jul 22, 2021",346.68,351.54,345.21,351.19,351.19,"12,385,400"
402,"Jul 21, 2021",341.50,346.52,341.25,346.23,346.23,"9,279,700"
403,"Jul 20, 2021",338.80,343.45,334.50,341.66,341.66,"11,024,300"
404,"Jul 19, 2021",337.57,339.79,334.54,336.95,336.95,"14,372,300"
405,"Jul 16, 2021",344.91,345.99,340.14,341.16,341.16,"11,026,100"
406,"Jul 15, 2021",349.23,349.23,340.22,344.46,344.46,"14,781,600"
407,"Jul 14, 2021",354.56,355.20,346.73,347.63,347.63,"13,894,200"
408,"Jul 13, 2021",351.50,358.49,348.80,352.09,352.09,"11,456,000"
409,"Jul 12, 2021",351.23,354.19,349.64,353.16,353.16,"10,018,600"
410,"Jul 09, 2021",345.32,350.71,345.27,350.42,350.42,"13,018,700"
411,"Jul 08, 2021",345.73,348.33,342.56,345.65,345.65,"14,406,500"
412,"Jul 07, 2021",355.26,356.49,350.00,350.49,350.49,"14,218,900"
413,"Jul 06, 2021",356.50,358.79,349.18,352.78,352.78,"13,488,500"
414,"Jul 02, 2021",355.10,356.44,352.62,354.70,354.70,"11,521,300"
415,"Jul 01, 2021",346.82,354.67,346.50,354.39,354.39,"17,137,000"
416,"Jun 30, 2021",352.17,352.92,347.17,347.71,347.71,"15,107,500"
417,"Jun 29, 2021",356.27,356.74,349.05,351.89,351.89,"21,417,300"
418,"Jun 28, 2021",342.46,358.14,341.77,355.64,355.64,"29,156,100"
419,"Jun 25, 2021",342.59,344.12,339.68,341.37,341.37,"14,594,400"
420,"Jun 24, 2021",341.85,344.90,341.79,343.18,343.18,"12,329,100"
421,"Jun 23, 2021",339.35,343.42,338.20,340.59,340.59,"14,817,800"
422,"Jun 22, 2021",332.69,339.92,332.60,339.03,339.03,"15,345,300"
423,"Jun 21, 2021",331.09,332.92,327.65,332.29,332.29,"11,337,500"
424,"Jun 18, 2021",334.53,336.15,329.00,329.66,329.66,"23,039,500"
425,"Jun 17, 2021",330.49,337.98,330.15,336.51,336.51,"17,794,100"
426,"Jun 16, 2021",336.70,337.55,328.72,331.08,331.08,"17,232,200"
427,"Jun 15, 2021",336.99,339.92,335.03,336.75,336.75,"15,795,200"
428,"Jun 14, 2021",331.90,336.82,329.81,336.77,336.77,"12,250,800"
429,"Jun 11, 2021",332.58,332.83,328.93,331.26,331.26,"13,587,900"
430,"Jun 10, 2021",330.79,333.94,328.55,332.46,332.46,"13,240,200"
431,"Jun 09, 2021",335.74,336.80,330.00,330.25,330.25,"13,727,900"
432,"Jun 08, 2021",336.70,338.30,332.24,333.68,333.68,"14,580,500"
433,"Jun 07, 2021",329.48,337.69,328.93,336.58,336.58,"20,136,700"
434,"Jun 04, 2021",325.90,332.46,325.18,330.35,330.35,"13,289,400"
435,"Jun 03, 2021",325.78,327.38,323.48,326.04,326.04,"12,610,800"
436,"Jun 02, 2021",330.38,331.87,327.12,329.15,329.15,"11,654,300"
437,"Jun 01, 2021",330.15,331.42,326.64,329.13,329.13,"11,765,900"
438,"May 28, 2021",331.00,332.87,328.33,328.73,328.73,"12,037,400"
439,"May 27, 2021",328.00,333.78,326.76,332.75,332.75,"20,477,700"
440,"May 26, 2021",328.35,329.83,325.82,327.66,327.66,"9,686,900"
441,"May 25, 2021",327.08,329.18,324.80,327.79,327.79,"16,437,000"
442,"May 24, 2021",318.21,325.95,318.03,324.63,324.63,"16,445,400"
443,"May 21, 2021",319.29,319.93,315.81,316.23,316.23,"13,600,900"
444,"May 20, 2021",313.58,319.25,313.16,318.61,318.61,"17,320,200"
445,"May 19, 2021",304.19,314.66,303.57,313.59,313.59,"19,106,200"
446,"May 18, 2021",315.59,316.50,309.81,309.96,309.96,"14,522,400"
447,"May 17, 2021",313.55,315.68,311.58,315.46,315.46,"15,401,300"
448,"May 14, 2021",309.54,316.85,309.08,315.94,315.94,"19,245,700"
449,"May 13, 2021",306.08,308.86,302.77,305.26,305.26,"18,079,200"
450,"May 12, 2021",301.13,304.96,298.19,302.55,302.55,"24,645,500"
451,"May 11, 2021",300.75,306.84,299.69,306.53,306.53,"18,920,100"
452,"May 10, 2021",314.35,314.58,304.83,305.97,305.97,"24,239,200"
453,"May 07, 2021",322.38,322.94,318.75,319.08,319.08,"15,916,700"
454,"May 06, 2021",314.52,320.24,313.27,320.02,320.02,"19,012,200"
455,"May 05, 2021",318.19,321.06,314.49,315.02,315.02,"15,577,600"
456,"May 04, 2021",320.02,322.19,313.12,318.36,318.36,"24,032,600"
457,"May 03, 2021",326.17,328.55,321.84,322.58,322.58,"18,719,500"
458,"Apr 30, 2021",326.14,329.82,324.50,325.08,325.08,"26,332,400"
459,"Apr 29, 2021",330.12,331.81,321.61,329.51,329.51,"56,526,800"
460,"Apr 28, 2021",307.36,310.92,305.37,307.10,307.10,"33,907,200"
461,"Apr 27, 2021",304.28,305.34,301.11,303.57,303.57,"15,309,300"
462,"Apr 26, 2021",303.34,305.80,301.56,303.04,303.04,"16,172,600"
463,"Apr 23, 2021",298.76,302.59,297.15,301.13,301.13,"17,536,800"
464,"Apr 22, 2021",301.33,302.92,296.04,296.52,296.52,"16,375,400"
465,"Apr 21, 2021",301.95,301.98,297.39,301.47,301.47,"14,863,500"
466,"Apr 20, 2021",301.99,305.10,297.21,302.65,302.65,"16,796,400"
467,"Apr 19, 2021",305.01,307.70,300.56,302.24,302.24,"14,553,500"
468,"Apr 16, 2021",308.17,308.95,304.61,306.18,306.18,"13,059,200"
469,"Apr 15, 2021",306.34,310.14,304.10,307.82,307.82,"14,558,300"
470,"Apr 14, 2021",307.30,308.03,301.95,302.82,302.82,"17,421,400"
471,"Apr 13, 2021",312.21,314.43,309.32,309.76,309.76,"14,036,900"
472,"Apr 12, 2021",311.05,312.15,307.93,311.54,311.54,"10,881,900"
473,"Apr 09, 2021",311.40,314.74,310.33,312.46,312.46,"15,988,600"
474,"Apr 08, 2021",314.85,315.88,310.05,313.02,313.02,"20,894,100"
475,"Apr 07, 2021",306.34,314.25,305.50,313.09,313.09,"22,855,200"
476,"Apr 06, 2021",308.84,311.35,305.25,306.26,306.26,"17,335,200"
477,"Apr 05, 2021",300.89,310.77,300.68,308.91,308.91,"28,237,000"
478,"Apr 01, 2021",298.40,302.40,296.60,298.66,298.66,"17,616,000"
479,"Mar 31, 2021",289.99,296.50,288.61,294.53,294.53,"19,498,200"
480,"Mar 30, 2021",289.83,292.47,286.70,288.00,288.00,"17,474,500"
481,"Mar 29, 2021",285.77,293.18,284.70,290.82,290.82,"21,718,800"
482,"Mar 26, 2021",278.30,284.50,277.77,283.02,283.02,"17,629,200"
483,"Mar 25, 2021",280.98,288.06,277.75,278.74,278.74,"24,505,600"
484,"Mar 24, 2021",291.00,291.72,281.16,282.14,282.14,"18,675,000"
485,"Mar 23, 2021",293.15,298.00,289.81,290.63,290.63,"23,000,900"
486,"Mar 22, 2021",290.45,299.71,286.75,293.54,293.54,"28,273,100"
487,"Mar 19, 2021",281.22,292.80,281.20,290.11,290.11,"38,930,500"
488,"Mar 18, 2021",279.87,285.19,278.28,278.62,278.62,"18,728,300"
489,"Mar 17, 2021",275.71,286.23,275.41,284.01,284.01,"21,315,000"
490,"Mar 16, 2021",276.08,282.14,274.80,279.28,279.28,"22,437,700"
491,"Mar 15, 2021",269.08,275.96,268.50,273.75,273.75,"16,844,800"
492,"Mar 12, 2021",269.14,269.74,264.02,268.40,268.40,"20,600,200"
493,"Mar 11, 2021",268.11,277.90,267.82,273.88,273.88,"21,834,000"
494,"Mar 10, 2021",268.64,268.97,262.87,264.90,264.90,"14,210,300"
495,"Mar 09, 2021",261.18,268.53,259.81,265.74,265.74,"22,039,700"
496,"Mar 08, 2021",265.55,265.58,255.05,255.31,255.31,"18,391,800"
497,"Mar 05, 2021",260.67,265.45,255.61,264.28,264.28,"26,820,100"
498,"Mar 04, 2021",256.47,266.49,253.50,257.64,257.64,"31,626,500"
499,"Mar 03, 2021",260.29,260.99,255.10,255.41,255.41,"15,513,500"
500,"Mar 02, 2021",265.78,266.71,258.65,259.00,259.00,"15,191,700"
501,"Mar 01, 2021",260.82,266.65,257.90,264.91,264.91,"22,157,300"
502,"Feb 26, 2021",256.47,265.55,256.47,257.62,257.62,"26,619,500"
503,"Feb 25, 2021",262.30,266.94,254.04,254.69,254.69,"19,053,100"
504,"Feb 24, 2021",262.33,266.38,258.39,264.31,264.31,"15,736,100"
505,"Feb 23, 2021",259.50,267.46,254.96,265.86,265.86,"21,924,600"
506,"Feb 22, 2021",257.95,263.07,257.53,260.33,260.33,"17,434,900"
507,"Feb 19, 2021",269.86,270.27,260.15,261.56,261.56,"25,622,600"
508,"Feb 18, 2021",269.57,271.95,266.03,269.39,269.39,"15,249,100"
509,"Feb 17, 2021",271.24,273.97,269.58,273.57,273.57,"12,763,200"
510,"Feb 16, 2021",270.80,276.60,270.05,273.97,273.97,"15,417,200"
511,"Feb 12, 2021",270.52,271.18,268.34,270.50,270.50,"9,097,600"
512,"Feb 11, 2021",271.89,273.58,268.49,270.39,270.39,"12,828,600"
513,"Feb 10, 2021",272.45,273.80,267.72,271.87,271.87,"14,687,200"
514,"Feb 09, 2021",266.44,273.39,265.75,269.45,269.45,"14,613,400"
515,"Feb 08, 2021",268.75,269.86,265.00,266.58,266.58,"13,755,200"
516,"Feb 05, 2021",266.80,269.17,265.67,268.10,268.10,"12,454,400"
517,"Feb 04, 2021",267.01,268.16,264.00,266.49,266.49,"16,060,000"
518,"Feb 03, 2021",265.62,269.20,263.84,266.65,266.65,"14,223,400"
519,"Feb 02, 2021",264.00,268.85,263.27,267.08,267.08,"17,320,800"
520,"Feb 01, 2021",259.52,264.17,254.91,262.01,262.01,"22,914,300"
521,"Jan 29, 2021",265.30,266.56,254.85,258.33,258.33,"30,389,500"
522,"Jan 28, 2021",277.18,286.79,264.70,265.00,265.00,"37,758,800"
523,"Jan 27, 2021",282.53,283.45,268.12,272.14,272.14,"35,346,200"
524,"Jan 26, 2021",278.14,285.39,277.81,282.05,282.05,"19,373,600"
525,"Jan 25, 2021",278.14,280.10,271.51,278.01,278.01,"19,087,000"
526,"Jan 22, 2021",272.01,278.47,272.00,274.50,274.50,"21,954,000"
527,"Jan 21, 2021",269.26,273.60,267.49,272.87,272.87,"20,838,700"
528,"Jan 20, 2021",268.93,270.32,263.60,267.48,267.48,"25,199,900"
529,"Jan 19, 2021",256.90,262.20,252.72,261.10,261.10,"28,028,500"
530,"Jan 15, 2021",247.90,253.86,247.16,251.36,251.36,"24,942,900"
531,"Jan 14, 2021",253.40,255.03,244.61,245.64,245.64,"29,739,400"
532,"Jan 13, 2021",251.55,253.95,249.20,251.64,251.64,"19,528,900"
533,"Jan 12, 2021",256.63,259.72,250.30,251.09,251.09,"26,383,500"
534,"Jan 11, 2021",260.48,263.47,255.90,256.84,256.84,"30,412,300"
535,"Jan 08, 2021",268.31,268.95,263.18,267.57,267.57,"18,528,300"
536,"Jan 07, 2021",265.90,271.61,264.78,268.74,268.74,"15,789,800"
537,"Jan 06, 2021",262.00,267.75,260.01,263.31,263.31,"24,354,100"
538,"Jan 05, 2021",268.29,272.40,268.21,270.97,270.97,"9,871,600"
539,"Jan 04, 2021",274.78,275.00,265.20,268.94,268.94,"15,106,100"
540,"Dec 31, 2020",272.00,277.09,269.81,273.16,273.16,"12,900,400"
541,"Dec 30, 2020",277.95,278.08,271.71,271.87,271.87,"11,803,800"
542,"Dec 29, 2020",276.95,280.51,276.28,276.78,276.78,"16,383,000"
543,"Dec 28, 2020",268.74,277.30,265.66,277.00,277.00,"23,299,700"
544,"Dec 24, 2020",268.88,270.40,266.20,267.40,267.40,"6,702,000"
545,"Dec 23, 2020",266.89,272.17,266.23,268.11,268.11,"14,329,000"
546,"Dec 22, 2020",271.50,271.50,264.63,267.09,267.09,"17,312,900"
547,"Dec 21, 2020",272.98,274.67,267.79,272.79,272.79,"16,553,700"
548,"Dec 18, 2020",275.77,278.00,271.14,276.40,276.40,"26,693,200"
549,"Dec 17, 2020",277.07,280.44,273.61,274.48,274.48,"16,377,800"
550,"Dec 16, 2020",274.76,277.86,272.51,275.67,275.67,"15,885,000"
551,"Dec 15, 2020",274.83,276.08,267.47,275.55,275.55,"23,979,500"
552,"Dec 14, 2020",273.37,277.22,271.56,274.19,274.19,"16,376,900"
553,"Dec 11, 2020",274.53,276.48,270.25,273.55,273.55,"14,391,400"
554,"Dec 10, 2020",275.54,278.73,271.86,277.12,277.12,"20,065,100"
555,"Dec 09, 2020",283.66,287.63,271.75,277.92,277.92,"25,189,700"
556,"Dec 08, 2020",286.01,286.43,281.55,283.40,283.40,"10,747,700"
557,"Dec 07, 2020",279.19,288.49,278.20,285.58,285.58,"13,007,700"
558,"Dec 04, 2020",280.30,283.46,279.30,279.70,279.70,"10,880,300"
559,"Dec 03, 2020",286.25,286.65,281.07,281.85,281.85,"12,921,700"
560,"Dec 02, 2020",285.36,291.78,280.83,287.52,287.52,"17,361,600"
561,"Dec 01, 2020",279.16,289.30,278.96,286.55,286.55,"20,738,900"
562,"Nov 30, 2020",276.03,277.70,271.01,276.97,276.97,"16,693,300"
563,"Nov 27, 2020",277.39,279.13,274.82,277.81,277.81,"7,808,400"
564,"Nov 25, 2020",278.14,280.18,272.65,275.59,275.59,"12,467,000"
565,"Nov 24, 2020",268.49,277.82,267.87,276.92,276.92,"16,930,400"
566,"Nov 23, 2020",270.89,270.95,264.53,268.43,268.43,"20,990,800"
567,"Nov 20, 2020",272.56,273.00,269.41,269.70,269.70,"18,114,700"
568,"Nov 19, 2020",271.02,273.47,269.19,272.94,272.94,"12,963,700"
569,"Nov 18, 2020",274.52,277.39,271.84,271.97,271.97,"12,152,900"
570,"Nov 17, 2020",277.68,277.68,273.29,275.00,275.00,"15,040,300"
571,"Nov 16, 2020",275.05,279.41,274.63,278.96,278.96,"12,970,400"
572,"Nov 13, 2020",277.72,277.76,273.10,276.95,276.95,"10,391,200"
573,"Nov 12, 2020",277.18,279.75,274.43,275.08,275.08,"12,899,500"
574,"Nov 11, 2020",273.47,278.40,272.48,276.48,276.48,"14,957,000"
575,"Nov 10, 2020",273.10,274.00,264.00,272.43,272.43,"29,067,700"
576,"Nov 09, 2020",289.87,292.58,278.53,278.77,278.77,"25,117,700"
577,"Nov 06, 2020",293.95,294.60,288.06,293.41,293.41,"13,891,000"
578,"Nov 05, 2020",291.90,297.38,288.95,294.68,294.68,"23,823,600"
579,"Nov 04, 2020",281.00,288.94,278.62,287.38,287.38,"35,364,400"
580,"Nov 03, 2020",263.16,270.05,260.88,265.30,265.30,"17,961,900"
581,"Nov 02, 2020",264.60,270.47,257.34,261.36,261.36,"27,165,700"
582,"Oct 30, 2020",274.50,276.70,259.10,263.11,263.11,"47,247,800"
583,"Oct 29, 2020",276.55,283.60,273.78,280.83,280.83,"32,368,100"
584,"Oct 28, 2020",278.79,278.79,267.26,267.67,267.67,"23,121,800"
585,"Oct 27, 2020",278.76,284.51,276.31,283.29,283.29,"16,287,200"
586,"Oct 26, 2020",283.16,285.23,274.26,277.11,277.11,"21,322,900"
587,"Oct 23, 2020",278.80,285.24,276.82,284.79,284.79,"17,535,200"
588,"Oct 22, 2020",279.87,282.45,275.04,278.12,278.12,"16,720,000"
589,"Oct 21, 2020",279.56,283.05,276.37,278.73,278.73,"28,998,600"
590,"Oct 20, 2020",263.06,269.70,262.88,267.56,267.56,"18,763,200"
591,"Oct 19, 2020",265.53,268.55,259.88,261.40,261.40,"13,587,000"
592,"Oct 16, 2020",267.38,271.37,265.30,265.93,265.93,"16,622,700"
593,"Oct 15, 2020",267.60,269.04,263.67,266.72,266.72,"15,416,100"
594,"Oct 14, 2020",277.62,278.75,271.50,271.82,271.82,"15,577,800"
595,"Oct 13, 2020",277.58,279.10,273.39,276.14,276.14,"18,063,300"
596,"Oct 12, 2020",270.20,280.18,267.87,275.75,275.75,"31,019,300"
597,"Oct 09, 2020",264.52,264.75,262.17,264.45,264.45,"14,107,800"
598,"Oct 08, 2020",259.75,264.62,259.15,263.76,263.76,"16,312,800"
599,"Oct 07, 2020",259.21,260.18,254.82,258.12,258.12,"23,133,400"
600,"Oct 06, 2020",261.78,265.69,258.24,258.66,258.66,"18,696,900"
601,"Oct 05, 2020",262.20,264.87,260.84,264.65,264.65,"12,822,300"
602,"Oct 02, 2020",261.21,265.15,259.18,259.94,259.94,"16,367,600"
603,"Oct 01, 2020",265.35,268.33,264.80,266.63,266.63,"20,009,800"
604,"Sep 30, 2020",261.98,266.08,260.10,261.90,261.90,"20,142,500"
605,"Sep 29, 2020",257.81,263.33,256.90,261.79,261.79,"20,200,200"
606,"Sep 28, 2020",259.40,259.60,254.82,256.82,256.82,"18,826,300"
607,"Sep 25, 2020",249.40,255.75,246.61,254.82,254.82,"18,351,300"
608,"Sep 24, 2020",246.50,252.24,245.62,249.53,249.53,"20,006,800"
609,"Sep 23, 2020",255.26,257.99,248.15,249.02,249.02,"19,641,300"
610,"Sep 22, 2020",253.31,255.32,248.22,254.75,254.75,"30,293,100"
611,"Sep 21, 2020",247.54,249.95,244.13,248.15,248.15,"24,709,400"
612,"Sep 18, 2020",258.40,259.20,250.05,252.53,252.53,"28,130,800"
613,"Sep 17, 2020",258.28,261.50,250.19,254.82,254.82,"31,281,400"
614,"Sep 16, 2020",267.29,272.44,261.79,263.52,263.52,"29,183,400"
615,"Sep 15, 2020",270.67,274.52,269.30,272.42,272.42,"18,478,500"
616,"Sep 14, 2020",270.95,276.64,265.70,266.15,266.15,"24,093,800"
617,"Sep 11, 2020",270.06,271.39,262.64,266.61,266.61,"18,913,900"
618,"Sep 10, 2020",275.51,279.16,267.03,268.09,268.09,"24,814,700"
619,"Sep 09, 2020",275.77,278.48,271.35,273.72,273.72,"22,918,800"
620,"Sep 08, 2020",271.28,279.30,269.42,271.16,271.16,"24,864,000"
621,"Sep 04, 2020",287.25,289.00,271.14,282.73,282.73,"30,333,700"
622,"Sep 03, 2020",295.99,297.60,283.63,291.12,291.12,"32,294,100"
623,"Sep 02, 2020",298.88,303.60,293.05,302.50,302.50,"24,341,400"
624,"Sep 01, 2020",294.71,301.49,292.71,295.44,295.44,"17,295,900"
625,"Aug 31, 2020",293.95,296.88,291.55,293.20,293.20,"17,345,100"
626,"Aug 28, 2020",295.00,297.23,290.98,293.66,293.66,"17,157,400"
627,"Aug 27, 2020",300.16,301.23,292.02,293.22,293.22,"30,301,300"
628,"Aug 26, 2020",284.00,304.67,284.00,303.91,303.91,"69,015,200"
629,"Aug 25, 2020",272.41,283.09,270.26,280.82,280.82,"42,127,200"
630,"Aug 24, 2020",271.07,277.25,268.77,271.39,271.39,"23,685,600"
631,"Aug 21, 2020",268.69,270.49,266.42,267.01,267.01,"15,538,600"
632,"Aug 20, 2020",261.50,269.63,261.46,269.01,269.01,"20,299,700"
633,"Aug 19, 2020",261.39,267.91,261.35,262.59,262.59,"23,291,500"
634,"Aug 18, 2020",260.95,265.15,259.26,262.34,262.34,"18,690,400"
635,"Aug 17, 2020",262.50,264.10,259.40,261.16,261.16,"13,351,100"
636,"Aug 14, 2020",262.31,262.65,258.68,261.24,261.24,"14,792,700"
637,"Aug 13, 2020",261.55,265.16,259.57,261.30,261.30,"17,374,000"
638,"Aug 12, 2020",258.97,263.90,258.11,259.89,259.89,"21,415,700"
639,"Aug 11, 2020",260.19,265.92,255.13,256.13,256.13,"28,238,300"
640,"Aug 10, 2020",268.04,273.86,259.69,263.00,263.00,"30,248,800"
641,"Aug 07, 2020",264.08,278.89,263.43,268.44,268.44,"72,766,400"
642,"Aug 06, 2020",249.04,266.60,248.67,265.28,265.28,"45,241,600"
643,"Aug 05, 2020",250.19,252.27,247.77,249.12,249.12,"13,050,100"
644,"Aug 04, 2020",251.56,252.80,247.43,249.83,249.83,"17,183,500"
645,"Aug 03, 2020",252.65,255.40,250.33,251.96,251.96,"23,124,900"
646,"Jul 31, 2020",255.82,255.85,249.00,253.67,253.67,"53,005,100"
647,"Jul 30, 2020",230.22,234.89,229.00,234.50,234.50,"20,615,300"
648,"Jul 29, 2020",231.14,233.70,230.31,233.29,233.29,"13,588,300"
649,"Jul 28, 2020",234.63,234.96,229.83,230.12,230.12,"14,170,100"
650,"Jul 27, 2020",231.46,234.95,230.83,233.50,233.50,"13,163,100"
651,"Jul 24, 2020",230.19,233.49,226.90,230.71,230.71,"18,325,800"
652,"Jul 23, 2020",239.63,242.42,231.75,232.60,232.60,"21,771,800"
653,"Jul 22, 2020",240.26,241.90,238.12,239.87,239.87,"15,427,900"
654,"Jul 21, 2020",246.22,246.91,240.08,241.75,241.75,"19,364,200"
655,"Jul 20, 2020",240.06,246.05,235.64,245.42,245.42,"20,872,200"
656,"Jul 17, 2020",241.00,244.16,237.86,242.03,242.03,"18,152,400"
657,"Jul 16, 2020",238.00,241.76,236.33,240.93,240.93,"18,880,700"
658,"Jul 15, 2020",241.55,244.82,238.05,240.28,240.28,"19,133,600"
659,"Jul 14, 2020",236.76,240.33,232.03,239.73,239.73,"23,378,100"
660,"Jul 13, 2020",247.01,250.15,238.42,239.00,239.00,"24,674,900"
661,"Jul 10, 2020",243.69,245.49,239.32,245.07,245.07,"22,982,700"
662,"Jul 09, 2020",245.00,246.53,239.24,244.50,244.50,"22,174,900"
663,"Jul 08, 2020",238.11,246.99,236.59,243.58,243.58,"29,791,300"
664,"Jul 07, 2020",239.41,247.65,238.82,240.86,240.86,"27,887,800"
665,"Jul 06, 2020",233.76,240.40,232.27,240.28,240.28,"26,206,200"
666,"Jul 02, 2020",239.00,240.00,232.61,233.42,233.42,"30,633,600"
667,"Jul 01, 2020",228.50,239.00,227.56,237.55,237.55,"43,399,700"
668,"Jun 30, 2020",220.59,227.50,218.47,227.07,227.07,"33,927,100"
669,"Jun 29, 2020",209.75,220.75,207.11,220.64,220.64,"58,514,300"
670,"Jun 26, 2020",232.64,233.09,215.40,216.08,216.08,"76,343,900"
671,"Jun 25, 2020",234.62,237.30,232.74,235.68,235.68,"18,704,300"
672,"Jun 24, 2020",241.20,243.22,232.68,234.02,234.02,"20,834,900"
673,"Jun 23, 2020",241.28,245.19,239.86,242.24,242.24,"24,017,900"
674,"Jun 22, 2020",238.56,240.70,236.91,239.22,239.22,"18,917,800"
675,"Jun 19, 2020",237.79,240.83,235.55,238.79,238.79,"30,081,300"
676,"Jun 18, 2020",234.99,236.14,232.15,235.94,235.94,"15,782,500"
677,"Jun 17, 2020",235.00,237.59,231.73,235.53,235.53,"19,578,100"
